character_id,normalized_name,canonical_name,appearance_count,speaker_turn_count,mention_count,unique_episode_count,total_score,is_focus_character,is_generic_name,source,overall_rank
char__cowardly_guard_nervously_awaiting_an_attack,cowardly guard nervously awaiting an attack,Cowardly Guard Nervously Awaiting An Attack,7,49,0,7,70,False,False,light_combined,692
char__graveyard_keeper_who_lives_across_the_yard,graveyard keeper who lives across the yard,Graveyard Keeper Who Lives Across The Yard,7,49,0,7,70,False,False,light_combined,693
char__lady_in_a_white_decadent_dress,lady in a white decadent dress,Lady In A White Decadent Dress,7,49,0,7,70,False,False,light_combined,694
char__stable_boy_rushing_in_to_alert_the_knight,stable boy rushing in to alert the knight,Stable Boy Rushing In To Alert The Knight,7,49,0,7,70,False,False,light_combined,695
char__mountain_lion,mountain lion,Mountain Lion,7,45,4,8,70,False,False,light_combined,696
char__fellow_traveler,fellow traveler,Fellow Traveler,7,43,6,11,70,False,False,light_combined,697
char__cricket,cricket,Cricket,7,37,12,13,70,False,False,light_combined,698
char__toad,toad,Toad,1,7,60,34,70,False,False,light_combined,699
char__dockworker,dockworker,Dockworker,7,47,1,7,69,False,False,light_combined,700
char__torture_assistant,torture assistant,Torture Assistant,7,47,1,7,69,False,False,light_combined,701
char__juror,juror,Juror,6,42,9,7,69,False,False,light_combined,702
char__blacksmiths,blacksmiths,Blacksmiths,5,33,21,23,69,False,False,light_combined,703
char__squirrels,squirrels,Squirrels,4,15,42,32,69,False,False,light_combined,704
char__king_s_trusted_adviser,king's trusted adviser,King'S Trusted Adviser,8,44,0,8,68,False,False,light_combined,705
char__inn_keeper,inn keeper,Inn Keeper,7,42,5,10,68,False,False,light_combined,706
char__admiral,admiral,Admiral,6,42,8,7,68,False,False,light_combined,707
char__her_husband,her husband,Her Husband,5,35,18,19,68,False,False,light_combined,708
char__blind_knight_holding_a_sword,blind knight holding a sword,Blind Knight Holding A Sword,7,46,0,7,67,False,False,light_combined,709
char__madam_and_her_girls,madam and her girls,Madam And Her Girls,7,46,0,7,67,False,False,light_combined,710
char__mightiest_warriors,mightiest warriors,Mightiest Warriors,7,45,1,7,67,False,False,light_combined,711
char__mysterious_merchant,mysterious merchant,Mysterious Merchant,7,45,1,8,67,False,False,light_combined,712
char__horseflies,horseflies,Horseflies,7,43,3,8,67,False,False,light_combined,713
char__chameleon,chameleon,Chameleon,7,42,4,8,67,False,False,light_combined,714
char__wizard_s_assistant,wizard's assistant,Wizard'S Assistant,7,41,5,8,67,False,False,light_combined,715
char__marksman,marksman,Marksman,7,38,8,11,67,False,False,light_combined,716
char__formal,formal,Formal,6,42,7,13,67,False,False,light_combined,717
char__vagrant,vagrant,Vagrant,6,42,7,10,67,False,False,light_combined,718
char__toucan,toucan,Toucan,6,40,9,7,67,False,False,light_combined,719
char__chamber_maid,chamber maid,Chamber Maid,6,39,10,12,67,False,False,light_combined,720
char__lone_captain,lone captain,Lone Captain,8,41,1,8,66,False,False,light_combined,721
char__policeman_walking_a_beat,policeman walking a beat,Policeman Walking A Beat,7,45,0,7,66,False,False,light_combined,722
char__pond_visitor,pond visitor,Pond Visitor,7,45,0,7,66,False,False,light_combined,723
char__rabid_rat,rabid rat,Rabid Rat,7,43,2,8,66,False,False,light_combined,724
char__guy_with_the_key_when_he_lets_in_the_king,guy with the key when he lets in the king,Guy With The Key When He Lets In The King,7,44,0,7,65,False,False,light_combined,725
char__vigilant_guard,vigilant guard,Vigilant Guard,7,43,1,7,65,False,False,light_combined,726
char__widow,widow,Widow,6,33,14,18,65,False,False,light_combined,727
char__bee,bee,Bee,6,29,18,14,65,False,False,light_combined,728
char__rival,rival,Rival,5,27,23,23,65,False,False,light_combined,729
char__king_checking_in_on_his_outpost,king checking in on his outpost,King Checking In On His Outpost,7,43,0,7,64,False,False,light_combined,730
char__master_of_ceremonies,master of ceremonies,Master Of Ceremonies,7,40,3,8,64,False,False,light_combined,731
char__golem,golem,Golem,4,27,25,12,64,False,False,light_combined,732
char__king_consort,king consort,King Consort,7,42,0,7,63,False,False,light_combined,733
char__camper,camper,Camper,6,42,3,6,63,False,False,light_combined,734
char__missionary,missionary,Missionary,6,42,3,7,63,False,False,light_combined,735
char__pet_bird,pet bird,Pet Bird,6,41,4,9,63,False,False,light_combined,736
char__bedbug,bedbug,Bedbug,6,39,6,7,63,False,False,light_combined,737
char__straw,straw,Straw,4,24,27,15,63,False,False,light_combined,738
char__chiefs,chiefs,Chiefs,6,42,2,8,62,False,False,light_combined,739
char__stinging_scorpion,stinging scorpion,Stinging Scorpion,6,42,2,7,62,False,False,light_combined,740
char__swamp_monster,swamp monster,Swamp Monster,6,42,2,6,62,False,False,light_combined,741
char__choirboy,choirboy,Choirboy,6,41,3,8,62,False,False,light_combined,742
char__field_mice,field mice,Field Mice,6,39,5,9,62,False,False,light_combined,743
char__lands_lord,lands lord,Lands Lord,7,40,0,7,61,False,False,light_combined,744
char__dinner_guests,dinner guests,Dinner Guests,6,42,1,7,61,False,False,light_combined,745
char__favored_knight,favored knight,Favored Knight,6,42,1,6,61,False,False,light_combined,746
char__lord_and_controller,lord and controller,Lord And Controller,6,42,1,6,61,False,False,light_combined,747
char__saber_tooth_tiger,saber tooth tiger,Saber Tooth Tiger,6,42,1,6,61,False,False,light_combined,748
char__bivalve,bivalve,Bivalve,6,36,7,6,61,False,False,light_combined,749
char__alien,alien,Alien,7,37,2,8,60,False,False,light_combined,750
char__goldfinch,goldfinch,Goldfinch,7,37,2,7,60,False,False,light_combined,751
char__fierce_assassin,fierce assassin,Fierce Assassin,6,42,0,6,60,False,False,light_combined,752
char__former_resident_who_has_escaped_whatever_fate_befell_his_people_and_has_returned_home_to_look_for_other_survivors,former resident who has escaped whatever fate befell his people and has returned home to look for other survivors,Former Resident Who Has Escaped Whatever Fate Befell His People And Has Returned Home To Look For Other Survivors,6,42,0,6,60,False,False,light_combined,753
char__horse_caretaker_trainer,horse caretaker trainer,Horse Caretaker Trainer,6,42,0,6,60,False,False,light_combined,754
char__king_s_mother_who_sits_at_their_side,king's mother who sits at their side,King'S Mother Who Sits At Their Side,6,42,0,6,60,False,False,light_combined,755
char__large_black_vulture,large black vulture,Large Black Vulture,6,42,0,6,60,False,False,light_combined,756
char__woman_walking_the_beach,woman walking the beach,Woman Walking The Beach,6,42,0,6,60,False,False,light_combined,757
char__woolly_mammoth,woolly mammoth,Woolly Mammoth,6,42,0,6,60,False,False,light_combined,758
char__young_boy_who_is_a_deck_hand,young boy who is a deck hand,Young Boy Who Is A Deck Hand,6,42,0,6,60,False,False,light_combined,759
char__murderers,murderers,Murderers,6,36,6,12,60,False,False,light_combined,760
char__choir_room,choir room,Choir Room,5,35,10,14,60,False,False,light_combined,761
char__young_girl,young girl,Young Girl,5,35,10,14,60,False,False,light_combined,762
char__waiting_priest,waiting priest,Waiting Priest,7,38,0,7,59,False,False,light_combined,763
char__masked_torturer,masked torturer,Masked Torturer,7,37,1,8,59,False,False,light_combined,764
char__jacob_s_son,jacob's son,Jacob'S Son,6,37,4,6,59,False,False,light_combined,765
char__geese,geese,Geese,5,35,9,9,59,False,False,light_combined,766
char__stray_cat,stray cat,Stray Cat,6,36,4,8,58,False,False,light_combined,767
char__peacock,peacock,Peacock,5,35,8,8,58,False,False,light_combined,768
char__janitor,janitor,Janitor,5,35,7,8,57,False,False,light_combined,769
char__other_travelers_coming_to_see_the_geothermal_valley,other travelers coming to see the geothermal valley,Other Travelers Coming To See The Geothermal Valley,6,38,0,6,56,False,False,light_combined,770
char__poet_who_recites_his_best_work,poet who recites his best work,Poet Who Recites His Best Work,6,38,0,6,56,False,False,light_combined,771
char__rat_feasting_on_leftovers,rat feasting on leftovers,Rat Feasting On Leftovers,6,38,0,6,56,False,False,light_combined,772
char__town_jester,town jester,Town Jester,6,36,2,6,56,False,False,light_combined,773
char__large_creature,large creature,Large Creature,6,35,3,8,56,False,False,light_combined,774
char__loving_wife,loving wife,Loving Wife,6,35,3,8,56,False,False,light_combined,775
char__groundskeepers,groundskeepers,Groundskeepers,6,37,0,6,55,False,False,light_combined,776
char__large_beast,large beast,Large Beast,5,35,5,8,55,False,False,light_combined,777
char__scantily_clad_virgins,scantily clad virgins,Scantily Clad Virgins,5,35,5,6,55,False,False,light_combined,778
char__water_nymph,water nymph,Water Nymph,5,35,5,6,55,False,False,light_combined,779
char__groundskeeper_who_keeps_the_field_clean_and_the_grass_trimmed_for_the_archers_who_train,groundskeeper who keeps the field clean and the grass trimmed for the archers who train,Groundskeeper Who Keeps The Field Clean And The Grass Trimmed For The Archers Who Train,6,36,0,6,54,False,False,light_combined,780
char__ghost_of_a_miner,ghost of a miner,Ghost Of A Miner,6,35,1,7,54,False,False,light_combined,781
char__treasure_hunter,treasure hunter,Treasure Hunter,6,34,2,7,54,False,False,light_combined,782
char__infant,infant,Infant,5,35,4,6,54,False,False,light_combined,783
char__milk_man,milk man,Milk Man,5,28,11,8,54,False,False,light_combined,784
char__monarch,monarch,Monarch,4,28,14,17,54,False,False,light_combined,785
char__guards_assigned_to_defend_the_abandoned_looking_camp,guards assigned to defend the abandoned looking camp,Guards Assigned To Defend The Abandoned Looking Camp,6,35,0,6,53,False,False,light_combined,786
char__knight_captain_or_general_that_may_oversee_the_guards,knight captain or general that may oversee the guards,Knight Captain Or General That May Oversee The Guards,6,35,0,6,53,False,False,light_combined,787
char__old_one_eyed_owl,old one-eyed owl,Old One-Eyed Owl,6,35,0,6,53,False,False,light_combined,788
char__priest_s_mistress,priest's mistress,Priest'S Mistress,6,35,0,6,53,False,False,light_combined,789
char__troll_s_spouse,troll's spouse,Troll'S Spouse,6,35,0,6,53,False,False,light_combined,790
char__trilobite,trilobite,Trilobite,5,35,3,5,53,False,False,light_combined,791
char__adulterer,adulterer,Adulterer,5,31,7,9,53,False,False,light_combined,792
char__powerful_but_aged_wizard,powerful but aged wizard,Powerful But Aged Wizard,6,34,0,6,52,False,False,light_combined,793
char__master_at_arms,master at arms,Master At Arms,6,31,3,7,52,False,False,light_combined,794
char__cavalry,cavalry,Cavalry,5,35,2,6,52,False,False,light_combined,795
char__friend_of_the_princess,friend of the princess,Friend Of The Princess,5,35,2,5,52,False,False,light_combined,796
char__rabid_wolf,rabid wolf,Rabid Wolf,5,35,2,6,52,False,False,light_combined,797
char__unicorn_groomer,unicorn groomer,Unicorn Groomer,5,35,2,5,52,False,False,light_combined,798
char__cleric,cleric,Cleric,4,28,12,10,52,False,False,light_combined,799
char__gator,gator,Gator,4,28,12,8,52,False,False,light_combined,800
char__maggot,maggot,Maggot,4,28,12,9,52,False,False,light_combined,801
char__audience_member,audience member,Audience Member,6,32,1,6,51,False,False,light_combined,802
char__sell_swords,sell swords,Sell Swords,6,31,2,8,51,False,False,light_combined,803
char__curiosity_seekers,curiosity seekers,Curiosity Seekers,5,35,1,5,51,False,False,light_combined,804
char__diver,diver,Diver,5,35,1,5,51,False,False,light_combined,805
char__town_official,town official,Town Official,5,35,1,6,51,False,False,light_combined,806
char__barkeep,barkeep,Barkeep,4,28,11,13,51,False,False,light_combined,807
char__genie_from_a_lamp,genie from a lamp,Genie From A Lamp,6,32,0,6,50,False,False,light_combined,808
char__queen_s_subject,queen's subject,Queen'S Subject,6,32,0,6,50,False,False,light_combined,809
char__animal_such_as_a_cat,animal such as a cat,Animal Such As A Cat,5,35,0,5,50,False,False,light_combined,810
char__lord_chamberlain,lord chamberlain,Lord Chamberlain,5,35,0,5,50,False,False,light_combined,811
char__maester_who_helps_keep_the_documents_in_order,maester who helps keep the documents in order,Maester Who Helps Keep The Documents In Order,5,35,0,5,50,False,False,light_combined,812
char__town_game_warden,town game warden,Town Game Warden,5,35,0,5,50,False,False,light_combined,813
char__fletchers,fletchers,Fletchers,5,34,1,5,50,False,False,light_combined,814
char__ghouls,ghouls,Ghouls,5,32,3,7,50,False,False,light_combined,815
char__boat_captain,boat captain,Boat Captain,5,31,4,7,50,False,False,light_combined,816
char__merperson,merperson,Merperson,5,29,6,5,50,False,False,light_combined,817
char__dolphin,dolphin,Dolphin,4,22,16,12,50,False,False,light_combined,818
char__lazy_snake,lazy snake,Lazy Snake,6,29,1,6,48,False,False,light_combined,819
char__praying_mantis,praying mantis,Praying Mantis,5,26,7,7,48,False,False,light_combined,820
char__entertainer,entertainer,Entertainer,5,24,9,13,48,False,False,light_combined,821
char__his_queen,his queen,His Queen,4,28,8,12,48,False,False,light_combined,822
char__village_youth,village youth,Village Youth,5,32,0,5,47,False,False,light_combined,823
char__council_man,council man,Council Man,5,30,2,6,47,False,False,light_combined,824
char__king_s_brother,king's brother,King'S Brother,5,29,3,8,47,False,False,light_combined,825
char__attendant,attendant,Attendant,4,28,7,9,47,False,False,light_combined,826
char__person_on_a_pilgrimage,person on a pilgrimage,Person On A Pilgrimage,5,31,0,5,46,False,False,light_combined,827
char__civilian,civilian,Civilian,4,28,6,8,46,False,False,light_combined,828
char__butt,butt,Butt,3,21,16,15,46,False,False,light_combined,829
char__hero,hero,Hero,1,7,36,29,46,False,False,light_combined,830
char__king_s_dog,king's dog,King'S Dog,5,30,0,5,45,False,False,light_combined,831
char__town_baker_s_husband,town baker's husband,Town Baker'S Husband,5,29,1,5,45,False,False,light_combined,832
char__bar_host,bar host,Bar Host,5,28,2,5,45,False,False,light_combined,833
char__manikin,manikin,Manikin,4,28,5,5,45,False,False,light_combined,834
char__talking_crab,talking crab,Talking Crab,4,28,5,7,45,False,False,light_combined,835
char__king_s_guard,king's guard,King'S Guard,2,7,32,31,45,False,False,light_combined,836
char__poor_subsistence_farmer,poor subsistence farmer,Poor Subsistence Farmer,5,29,0,5,44,False,False,light_combined,837
char__rival_jeweler,rival jeweler,Rival Jeweler,5,29,0,5,44,False,False,light_combined,838
char__royal_jester,royal jester,Royal Jester,4,28,4,7,44,False,False,light_combined,839
char__village_chief,village chief,Village Chief,4,28,4,6,44,False,False,light_combined,840
char__giant_spider,giant spider,Giant Spider,4,26,6,6,44,False,False,light_combined,841
char__dragonfly,dragonfly,Dragonfly,4,25,7,8,44,False,False,light_combined,842
char__gardener_pulling_weeds,gardener pulling weeds,Gardener Pulling Weeds,5,28,0,5,43,False,False,light_combined,843
char__high_sorceress,high sorceress,High Sorceress,5,28,0,5,43,False,False,light_combined,844
char__repentant_person,repentant person,Repentant Person,5,28,0,5,43,False,False,light_combined,845
char__prison_guard,prison guard,Prison Guard,4,28,2,6,42,False,False,light_combined,846
char__patient,patient,Patient,2,10,26,26,42,False,False,light_combined,847
char__large_eel,large eel,Large Eel,4,28,1,4,41,False,False,light_combined,848
char__pit_guardian,pit guardian,Pit Guardian,4,28,1,4,41,False,False,light_combined,849
char__scullions,scullions,Scullions,4,28,1,4,41,False,False,light_combined,850
char__sword_maker,sword-maker,Sword-Maker,4,28,1,4,41,False,False,light_combined,851
char__troubadours,troubadours,Troubadours,4,28,1,5,41,False,False,light_combined,852
char__another_prisoner,another prisoner,Another Prisoner,5,24,1,6,40,False,False,light_combined,853
char__abbess,abbess,Abbess,4,28,0,4,40,False,False,light_combined,854
char__beautiful_calico_cat_napping_beside_the_coat_rack,beautiful calico cat napping beside the coat rack,Beautiful Calico Cat Napping Beside The Coat Rack,4,28,0,4,40,False,False,light_combined,855
char__demonic_hound,demonic hound,Demonic Hound,4,28,0,4,40,False,False,light_combined,856
char__dragon_rider,dragon rider,Dragon Rider,4,28,0,4,40,False,False,light_combined,857
char__eccentric_astronomer_who_lives_in_the_tower,eccentric astronomer who lives in the tower,Eccentric Astronomer Who Lives In The Tower,4,28,0,4,40,False,False,light_combined,858
char__enemy_king,enemy king,Enemy King,4,28,0,4,40,False,False,light_combined,859
char__give_the_form_of_only_the_word,give the form of only the word,Give The Form Of Only The Word,4,28,0,4,40,False,False,light_combined,860
char__laborsmen,laborsmen,Laborsmen,4,28,0,4,40,False,False,light_combined,861
char__large_mosquito,large mosquito,Large Mosquito,4,28,0,4,40,False,False,light_combined,862
char__shape_shifting_cat,shape-shifting cat,Shape-Shifting Cat,4,28,0,4,40,False,False,light_combined,863
char__skeleton_assistant,skeleton assistant,Skeleton Assistant,4,28,0,4,40,False,False,light_combined,864
char__tour_guides,tour guides,Tour Guides,4,28,0,4,40,False,False,light_combined,865
char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,turtle can't escape fast enough to avoid being eaten,Turtle Can'T Escape Fast Enough To Avoid Being Eaten,4,28,0,4,40,False,False,light_combined,866
char__woman_gathering_supplies,woman gathering supplies,Woman Gathering Supplies,4,28,0,4,40,False,False,light_combined,867
char__cut_throat,cut throat,Cut Throat,4,26,2,5,40,False,False,light_combined,868
char__black_stray_cat,black stray cat,Black Stray Cat,4,27,0,4,39,False,False,light_combined,869
char__half_wild_cat_chasing_away_mice,half-wild cat chasing away mice,Half-Wild Cat Chasing Away Mice,4,27,0,4,39,False,False,light_combined,870
char__poorer_citizens_of_the_empire,poorer citizens of the empire,Poorer Citizens Of The Empire,4,27,0,4,39,False,False,light_combined,871
char__lady_of_the_hour,lady of the hour,Lady Of The Hour,4,25,2,6,39,False,False,light_combined,872
char__hobbit,hobbit,Hobbit,4,21,6,5,39,False,False,light_combined,873
char__friend_of_farmer,friend of farmer,Friend Of Farmer,4,25,0,5,37,False,False,light_combined,874
char__napping_mouse,napping mouse,Napping Mouse,4,25,0,4,37,False,False,light_combined,875
char__stable_caretaker,stable caretaker,Stable Caretaker,4,25,0,4,37,False,False,light_combined,876
char__drunks,drunks,Drunks,3,21,7,8,37,False,False,light_combined,877
char__teachers,teachers,Teachers,3,21,7,9,37,False,False,light_combined,878
char__churchgoer,churchgoer,Churchgoer,4,23,1,5,36,False,False,light_combined,879
char__spirits_of_our_ancestors,spirits of our ancestors,Spirits Of Our Ancestors,4,22,2,5,36,False,False,light_combined,880
char__undead_warrior,undead warrior,Undead Warrior,3,21,6,6,36,False,False,light_combined,881
char__men_and_women_working,men and women working,Men And Women Working,4,23,0,4,35,False,False,light_combined,882
char__farm_hand,farm hand,Farm Hand,3,21,4,6,34,False,False,light_combined,883
char__lumberjack,lumberjack,Lumberjack,3,21,4,6,34,False,False,light_combined,884
char__pit_hound,pit hound,Pit Hound,4,21,0,4,33,False,False,light_combined,885
char__prisoner_of_the_troll,prisoner of the troll,Prisoner Of The Troll,4,21,0,4,33,False,False,light_combined,886
char__ice_king,ice king,Ice King,3,21,2,3,32,False,False,light_combined,887
char__scalawag,scalawag,Scalawag,3,21,2,3,32,False,False,light_combined,888
char__shoe_shiner,shoe shiner,Shoe Shiner,3,21,2,4,32,False,False,light_combined,889
char__battle_master,battle master,Battle Master,4,18,1,4,31,False,False,light_combined,890
char__seaman,seaman,Seaman,4,16,3,5,31,False,False,light_combined,891
char__minstrel,minstrel,Minstrel,3,21,1,4,31,False,False,light_combined,892
char__mercenary,mercenary,Mercenary,2,14,11,10,31,False,False,light_combined,893
char__town_baker_s_child,town baker's child,Town Baker'S Child,4,18,0,4,30,False,False,light_combined,894
char__band_member,band member,Band Member,3,21,0,3,30,False,False,light_combined,895
char__cowardly_young_man_in_armour,cowardly young man in armour,Cowardly Young Man In Armour,3,21,0,3,30,False,False,light_combined,896
char__cypher_the_dragon,cypher the dragon,Cypher The Dragon,3,21,0,3,30,False,False,light_combined,897
char__king_visiting_the_shipyard,king visiting the shipyard,King Visiting The Shipyard,3,21,0,3,30,False,False,light_combined,898
char__outside_attackers,outside attackers,Outside Attackers,3,21,0,3,30,False,False,light_combined,899
char__round_man_with_a_bushy_mustache,round man with a bushy mustache,Round Man With A Bushy Mustache,3,21,0,3,30,False,False,light_combined,900
char__sioux_chef,sioux chef,Sioux Chef,3,21,0,3,30,False,False,light_combined,901
char__property_owner,property owner,Property Owner,3,20,0,3,29,False,False,light_combined,902
char__adults,adults,Adults,2,14,9,11,29,False,False,light_combined,903
char__king_omako_iii,king omako iii,King Omako Iii,4,16,0,4,28,False,False,light_combined,904
char__serving_boy,serving boy,Serving Boy,3,18,1,4,28,False,False,light_combined,905
char__paladin,paladin,Paladin,2,14,8,6,28,False,False,light_combined,906
char__executioners,executioners,Executioners,4,14,0,4,26,False,False,light_combined,907
char__bears_cubs_it_fights_to_protect,bears cubs it fights to protect,Bears Cubs It Fights To Protect,3,17,0,3,26,False,False,light_combined,908
char__foolhardy_adventurer_who_came_to_check_out_the_ruins,foolhardy adventurer who came to check out the ruins,Foolhardy Adventurer Who Came To Check Out The Ruins,3,17,0,3,26,False,False,light_combined,909
char__crocodiles,crocodiles,Crocodiles,3,15,2,5,26,False,False,light_combined,910
char__frightened_rat,frightened rat,Frightened Rat,3,16,0,3,25,False,False,light_combined,911
char__garden_dog,garden dog,Garden Dog,3,16,0,3,25,False,False,light_combined,912
char__horse_thieves,horse thieves,Horse Thieves,3,16,0,3,25,False,False,light_combined,913
char__damage_dealer,damage dealer,Damage Dealer,3,15,0,3,24,False,False,light_combined,914
char__mountain_goat,mountain goat,Mountain Goat,3,14,1,3,24,False,False,light_combined,915
char__anchovy,anchovy,Anchovy,2,14,4,2,24,False,False,light_combined,916
char__therapist,therapist,Therapist,2,14,4,4,24,False,False,light_combined,917
char__old_person,old person,Old Person,2,14,3,5,23,False,False,light_combined,918
char__retainer,retainer,Retainer,2,14,3,4,23,False,False,light_combined,919
char__towns_person,towns person,Towns Person,2,14,3,5,23,False,False,light_combined,920
char__raven,raven,Raven,2,12,5,7,23,False,False,light_combined,921
char__king_s_child,king's child,King'S Child,2,14,2,4,22,False,False,light_combined,922
char__music_paper,music paper,Music Paper,2,14,2,2,22,False,False,light_combined,923
char__magical_being,magical being,Magical Being,2,8,8,8,22,False,False,light_combined,924
char__head_monk,head monk,Head Monk,2,14,1,3,21,False,False,light_combined,925
char__rich_king,rich king,Rich King,2,14,1,3,21,False,False,light_combined,926
char__sick_person,sick person,Sick Person,2,14,1,3,21,False,False,light_combined,927
char__ancient_savage_chieftan,ancient savage chieftan,Ancient Savage Chieftan,2,14,0,2,20,False,False,light_combined,928
char__crypt_keeper,crypt keeper,Crypt Keeper,2,14,0,2,20,False,False,light_combined,929
char__king_s_treasurer,king's treasurer,King'S Treasurer,2,14,0,2,20,False,False,light_combined,930
char__mud_golem,mud golem,Mud Golem,2,14,0,2,20,False,False,light_combined,931
char__poker_players,poker players,Poker Players,2,14,0,2,20,False,False,light_combined,932
char__turtle_in_a_cage_filled_with_grapes,turtle in a cage filled with grapes,Turtle In A Cage Filled With Grapes,2,14,0,2,20,False,False,light_combined,933
char__gravekeeper,gravekeeper,Gravekeeper,2,13,1,2,20,False,False,light_combined,934
char__fauna,fauna,Fauna,2,8,6,6,20,False,False,light_combined,935
char__server,server,Server,2,7,5,5,18,False,False,light_combined,936
char__rich_man,rich man,Rich Man,1,7,8,7,18,False,False,light_combined,937
char__court_treasurer,court treasurer,Court Treasurer,2,11,0,2,17,False,False,light_combined,938
char__trainer,trainer,Trainer,1,7,7,5,17,False,False,light_combined,939
char__christian_villagers,christian villagers,Christian Villagers,2,9,0,2,15,False,False,light_combined,940
char__dirty_stone,dirty stone,Dirty Stone,2,7,0,2,13,False,False,light_combined,941
char__goner,goner,Goner,1,7,3,3,13,False,False,light_combined,942
char__general_defending_the_tower,general defending the tower,General Defending The Tower,1,7,0,1,10,False,False,light_combined,943
char__louse,louse,Louse,1,7,0,1,10,False,False,light_combined,944
char__pair_of_cheerful_wrens_nesting_under_the_eaves,pair of cheerful wrens nesting under the eaves,Pair Of Cheerful Wrens Nesting Under The Eaves,1,7,0,1,10,False,False,light_combined,945
char__piano_player,piano player,Piano Player,1,7,0,1,10,False,False,light_combined,946
char__publican,publican,Publican,1,7,0,1,10,False,False,light_combined,947
char__sentry,sentry,Sentry,1,7,0,1,10,False,False,light_combined,948
char__shaddy_lady,shaddy lady,Shaddy Lady,1,7,0,1,10,False,False,light_combined,949
char__snow_guards,snow guards,Snow Guards,1,7,0,1,10,False,False,light_combined,950
char__water_monster,water monster,Water Monster,1,7,0,1,10,False,False,light_combined,951
char__starfish,starfish,Starfish,1,6,1,1,10,False,False,light_combined,952
char__cave_troll,cave troll,Cave Troll,1,2,5,4,10,False,False,light_combined,953
char__town_doctor,town doctor,Town Doctor,1,4,1,2,8,False,False,light_combined,954
char__dead_creature,dead creature,Dead Creature,1,2,1,2,6,False,False,light_combined,955
