character_id,utterance_id,episode_id,turn_index
char__king,utt__train_ep_005562__012,train_ep_005562,12
char__person,utt__train_ep_005562__013,train_ep_005562,13
char__kings,utt__train_ep_005567__000,train_ep_005567,0
char__king,utt__train_ep_005567__001,train_ep_005567,1
char__kings,utt__train_ep_005567__002,train_ep_005567,2
char__king,utt__train_ep_005567__003,train_ep_005567,3
char__kings,utt__train_ep_005567__004,train_ep_005567,4
char__king,utt__train_ep_005567__005,train_ep_005567,5
char__kings,utt__train_ep_005567__006,train_ep_005567,6
char__king,utt__train_ep_005567__007,train_ep_005567,7
char__kings,utt__train_ep_005567__008,train_ep_005567,8
char__king,utt__train_ep_005567__009,train_ep_005567,9
char__kings,utt__train_ep_005567__010,train_ep_005567,10
char__king,utt__train_ep_005567__011,train_ep_005567,11
char__kings,utt__train_ep_005567__012,train_ep_005567,12
char__king,utt__train_ep_005567__013,train_ep_005567,13
char__knight,utt__train_ep_005583__000,train_ep_005583,0
char__king,utt__train_ep_005583__001,train_ep_005583,1
char__knight,utt__train_ep_005583__002,train_ep_005583,2
char__king,utt__train_ep_005583__003,train_ep_005583,3
char__knight,utt__train_ep_005583__004,train_ep_005583,4
char__king,utt__train_ep_005583__005,train_ep_005583,5
char__knight,utt__train_ep_005583__006,train_ep_005583,6
char__king,utt__train_ep_005583__007,train_ep_005583,7
char__knight,utt__train_ep_005583__008,train_ep_005583,8
char__king,utt__train_ep_005583__009,train_ep_005583,9
char__knight,utt__train_ep_005583__010,train_ep_005583,10
char__king,utt__train_ep_005583__011,train_ep_005583,11
char__knight,utt__train_ep_005583__012,train_ep_005583,12
char__king,utt__train_ep_005583__013,train_ep_005583,13
char__chef,utt__train_ep_005594__000,train_ep_005594,0
char__king,utt__train_ep_005594__001,train_ep_005594,1
char__chef,utt__train_ep_005594__002,train_ep_005594,2
char__king,utt__train_ep_005594__003,train_ep_005594,3
char__chef,utt__train_ep_005594__004,train_ep_005594,4
char__king,utt__train_ep_005594__005,train_ep_005594,5
char__chef,utt__train_ep_005594__006,train_ep_005594,6
char__king,utt__train_ep_005594__007,train_ep_005594,7
char__chef,utt__train_ep_005594__008,train_ep_005594,8
char__king,utt__train_ep_005594__009,train_ep_005594,9
char__chef,utt__train_ep_005594__010,train_ep_005594,10
char__king,utt__train_ep_005594__011,train_ep_005594,11
char__chef,utt__train_ep_005594__012,train_ep_005594,12
char__king,utt__train_ep_005594__013,train_ep_005594,13
char__king,utt__train_ep_005596__001,train_ep_005596,1
char__king,utt__train_ep_005596__003,train_ep_005596,3
char__king,utt__train_ep_005596__005,train_ep_005596,5
char__king,utt__train_ep_005596__007,train_ep_005596,7
char__king,utt__train_ep_005596__009,train_ep_005596,9
char__king,utt__train_ep_005596__011,train_ep_005596,11
char__king,utt__train_ep_005596__013,train_ep_005596,13
char__king,utt__train_ep_005601__000,train_ep_005601,0
char__queen,utt__train_ep_005601__001,train_ep_005601,1
char__king,utt__train_ep_005601__002,train_ep_005601,2
char__queen,utt__train_ep_005601__003,train_ep_005601,3
char__king,utt__train_ep_005601__004,train_ep_005601,4
char__queen,utt__train_ep_005601__005,train_ep_005601,5
char__king,utt__train_ep_005601__006,train_ep_005601,6
char__queen,utt__train_ep_005601__007,train_ep_005601,7
char__king,utt__train_ep_005601__008,train_ep_005601,8
char__queen,utt__train_ep_005601__009,train_ep_005601,9
char__king,utt__train_ep_005601__010,train_ep_005601,10
char__queen,utt__train_ep_005601__011,train_ep_005601,11
char__king,utt__train_ep_005601__012,train_ep_005601,12
char__queen,utt__train_ep_005601__013,train_ep_005601,13
char__guest,utt__train_ep_005624__000,train_ep_005624,0
char__king,utt__train_ep_005624__001,train_ep_005624,1
char__guest,utt__train_ep_005624__002,train_ep_005624,2
char__king,utt__train_ep_005624__003,train_ep_005624,3
char__guest,utt__train_ep_005624__004,train_ep_005624,4
char__king,utt__train_ep_005624__005,train_ep_005624,5
char__guest,utt__train_ep_005624__006,train_ep_005624,6
char__king,utt__train_ep_005624__007,train_ep_005624,7
char__guest,utt__train_ep_005624__008,train_ep_005624,8
char__king,utt__train_ep_005624__009,train_ep_005624,9
char__guest,utt__train_ep_005624__010,train_ep_005624,10
char__king,utt__train_ep_005624__011,train_ep_005624,11
char__guest,utt__train_ep_005624__012,train_ep_005624,12
char__king,utt__train_ep_005624__013,train_ep_005624,13
char__princess,utt__train_ep_005749__000,train_ep_005749,0
char__king,utt__train_ep_005749__001,train_ep_005749,1
char__princess,utt__train_ep_005749__002,train_ep_005749,2
char__king,utt__train_ep_005749__003,train_ep_005749,3
char__princess,utt__train_ep_005749__004,train_ep_005749,4
char__king,utt__train_ep_005749__005,train_ep_005749,5
char__princess,utt__train_ep_005749__006,train_ep_005749,6
char__king,utt__train_ep_005749__007,train_ep_005749,7
char__princess,utt__train_ep_005749__008,train_ep_005749,8
char__king,utt__train_ep_005749__009,train_ep_005749,9
char__princess,utt__train_ep_005749__010,train_ep_005749,10
char__king,utt__train_ep_005749__011,train_ep_005749,11
char__princess,utt__train_ep_005749__012,train_ep_005749,12
char__king,utt__train_ep_005749__013,train_ep_005749,13
char__queen,utt__train_ep_005803__000,train_ep_005803,0
char__king,utt__train_ep_005803__001,train_ep_005803,1
char__queen,utt__train_ep_005803__002,train_ep_005803,2
char__king,utt__train_ep_005803__003,train_ep_005803,3
char__queen,utt__train_ep_005803__004,train_ep_005803,4
char__king,utt__train_ep_005803__005,train_ep_005803,5
char__queen,utt__train_ep_005803__006,train_ep_005803,6
char__king,utt__train_ep_005803__007,train_ep_005803,7
char__queen,utt__train_ep_005803__008,train_ep_005803,8
char__king,utt__train_ep_005803__009,train_ep_005803,9
char__queen,utt__train_ep_005803__010,train_ep_005803,10
char__king,utt__train_ep_005803__011,train_ep_005803,11
char__queen,utt__train_ep_005803__012,train_ep_005803,12
char__king,utt__train_ep_005803__013,train_ep_005803,13
char__knight,utt__train_ep_005805__000,train_ep_005805,0
char__king,utt__train_ep_005805__001,train_ep_005805,1
char__knight,utt__train_ep_005805__002,train_ep_005805,2
char__king,utt__train_ep_005805__003,train_ep_005805,3
char__knight,utt__train_ep_005805__004,train_ep_005805,4
char__king,utt__train_ep_005805__005,train_ep_005805,5
char__knight,utt__train_ep_005805__006,train_ep_005805,6
char__king,utt__train_ep_005805__007,train_ep_005805,7
char__knight,utt__train_ep_005805__008,train_ep_005805,8
char__king,utt__train_ep_005805__009,train_ep_005805,9
char__knight,utt__train_ep_005805__010,train_ep_005805,10
char__king,utt__train_ep_005805__011,train_ep_005805,11
char__knight,utt__train_ep_005805__012,train_ep_005805,12
char__king,utt__train_ep_005805__013,train_ep_005805,13
char__servant,utt__train_ep_005809__000,train_ep_005809,0
char__king,utt__train_ep_005809__001,train_ep_005809,1
char__servant,utt__train_ep_005809__002,train_ep_005809,2
char__king,utt__train_ep_005809__003,train_ep_005809,3
char__servant,utt__train_ep_005809__004,train_ep_005809,4
char__king,utt__train_ep_006019__000,train_ep_006019,0
char__maid,utt__train_ep_006019__001,train_ep_006019,1
char__king,utt__train_ep_006019__002,train_ep_006019,2
char__maid,utt__train_ep_006019__003,train_ep_006019,3
char__king,utt__train_ep_006019__004,train_ep_006019,4
char__maid,utt__train_ep_006019__005,train_ep_006019,5
char__king,utt__train_ep_006019__006,train_ep_006019,6
char__maid,utt__train_ep_006019__007,train_ep_006019,7
char__king,utt__train_ep_006019__008,train_ep_006019,8
char__maid,utt__train_ep_006019__009,train_ep_006019,9
char__king,utt__train_ep_006019__010,train_ep_006019,10
char__maid,utt__train_ep_006019__011,train_ep_006019,11
char__king,utt__train_ep_006019__012,train_ep_006019,12
char__maid,utt__train_ep_006019__013,train_ep_006019,13
char__queen,utt__train_ep_006021__000,train_ep_006021,0
char__king,utt__train_ep_006021__001,train_ep_006021,1
char__queen,utt__train_ep_006021__002,train_ep_006021,2
char__king,utt__train_ep_006021__003,train_ep_006021,3
char__queen,utt__train_ep_006021__004,train_ep_006021,4
char__king,utt__train_ep_006021__005,train_ep_006021,5
char__queen,utt__train_ep_006021__006,train_ep_006021,6
char__king,utt__train_ep_006021__007,train_ep_006021,7
char__queen,utt__train_ep_006021__008,train_ep_006021,8
char__king,utt__train_ep_006021__009,train_ep_006021,9
char__queen,utt__train_ep_006021__010,train_ep_006021,10
char__king,utt__train_ep_006021__011,train_ep_006021,11
char__queen,utt__train_ep_006021__012,train_ep_006021,12
char__king,utt__train_ep_006021__013,train_ep_006021,13
char__queen,utt__train_ep_006023__000,train_ep_006023,0
char__king,utt__train_ep_006023__001,train_ep_006023,1
char__queen,utt__train_ep_006023__002,train_ep_006023,2
char__king,utt__train_ep_006023__003,train_ep_006023,3
char__queen,utt__train_ep_006023__004,train_ep_006023,4
char__king,utt__train_ep_006023__005,train_ep_006023,5
char__queen,utt__train_ep_006023__006,train_ep_006023,6
char__king,utt__train_ep_006023__007,train_ep_006023,7
char__queen,utt__train_ep_006023__008,train_ep_006023,8
char__king,utt__train_ep_006023__009,train_ep_006023,9
char__queen,utt__train_ep_006023__010,train_ep_006023,10
char__king,utt__train_ep_006023__011,train_ep_006023,11
char__queen,utt__train_ep_006023__012,train_ep_006023,12
char__king,utt__train_ep_006023__013,train_ep_006023,13
char__king,utt__train_ep_006029__000,train_ep_006029,0
char__townperson,utt__train_ep_006029__001,train_ep_006029,1
char__king,utt__train_ep_006029__002,train_ep_006029,2
char__townperson,utt__train_ep_006029__003,train_ep_006029,3
char__king,utt__train_ep_006029__004,train_ep_006029,4
char__townperson,utt__train_ep_006029__005,train_ep_006029,5
char__king,utt__train_ep_006029__006,train_ep_006029,6
char__townperson,utt__train_ep_006029__007,train_ep_006029,7
char__king,utt__train_ep_006029__008,train_ep_006029,8
char__townperson,utt__train_ep_006029__009,train_ep_006029,9
char__king,utt__train_ep_006029__010,train_ep_006029,10
char__townperson,utt__train_ep_006029__011,train_ep_006029,11
char__king,utt__train_ep_006029__012,train_ep_006029,12
char__townperson,utt__train_ep_006029__013,train_ep_006029,13
char__king,utt__train_ep_006055__000,train_ep_006055,0
char__guard,utt__train_ep_006055__001,train_ep_006055,1
char__king,utt__train_ep_006055__002,train_ep_006055,2
char__guard,utt__train_ep_006055__003,train_ep_006055,3
char__king,utt__train_ep_006055__004,train_ep_006055,4
char__guard,utt__train_ep_006055__005,train_ep_006055,5
char__king,utt__train_ep_006055__006,train_ep_006055,6
char__guard,utt__train_ep_006055__007,train_ep_006055,7
char__king,utt__train_ep_006055__008,train_ep_006055,8
char__guard,utt__train_ep_006055__009,train_ep_006055,9
char__king,utt__train_ep_006055__010,train_ep_006055,10
char__guard,utt__train_ep_006055__011,train_ep_006055,11
char__king,utt__train_ep_006055__012,train_ep_006055,12
char__guard,utt__train_ep_006055__013,train_ep_006055,13
char__king,utt__train_ep_006066__000,train_ep_006066,0
char__servant,utt__train_ep_006066__001,train_ep_006066,1
char__king,utt__train_ep_006066__002,train_ep_006066,2
char__servant,utt__train_ep_006066__003,train_ep_006066,3
char__king,utt__train_ep_006066__004,train_ep_006066,4
char__servant,utt__train_ep_006066__005,train_ep_006066,5
char__king,utt__train_ep_006066__006,train_ep_006066,6
char__servant,utt__train_ep_006066__007,train_ep_006066,7
char__king,utt__train_ep_006066__008,train_ep_006066,8
char__servant,utt__train_ep_006066__009,train_ep_006066,9
char__king,utt__train_ep_006066__010,train_ep_006066,10
char__servant,utt__train_ep_006066__011,train_ep_006066,11
char__king,utt__train_ep_006066__012,train_ep_006066,12
char__servant,utt__train_ep_006066__013,train_ep_006066,13
char__people,utt__train_ep_006068__000,train_ep_006068,0
char__king,utt__train_ep_006068__001,train_ep_006068,1
char__people,utt__train_ep_006068__002,train_ep_006068,2
char__king,utt__train_ep_006087__000,train_ep_006087,0
char__diplomat,utt__train_ep_006087__001,train_ep_006087,1
char__king,utt__train_ep_006087__002,train_ep_006087,2
char__diplomat,utt__train_ep_006087__003,train_ep_006087,3
char__king,utt__train_ep_006087__004,train_ep_006087,4
char__diplomat,utt__train_ep_006087__005,train_ep_006087,5
char__king,utt__train_ep_006087__006,train_ep_006087,6
char__diplomat,utt__train_ep_006087__007,train_ep_006087,7
char__king,utt__train_ep_006087__008,train_ep_006087,8
char__diplomat,utt__train_ep_006087__009,train_ep_006087,9
char__king,utt__train_ep_006087__010,train_ep_006087,10
char__diplomat,utt__train_ep_006087__011,train_ep_006087,11
char__king,utt__train_ep_006087__012,train_ep_006087,12
char__diplomat,utt__train_ep_006087__013,train_ep_006087,13
char__king,utt__train_ep_006108__000,train_ep_006108,0
char__person,utt__train_ep_006108__001,train_ep_006108,1
char__king,utt__train_ep_006108__002,train_ep_006108,2
char__person,utt__train_ep_006108__003,train_ep_006108,3
char__king,utt__train_ep_006108__004,train_ep_006108,4
char__person,utt__train_ep_006108__005,train_ep_006108,5
char__king,utt__train_ep_006108__006,train_ep_006108,6
char__person,utt__train_ep_006108__007,train_ep_006108,7
char__king,utt__train_ep_006108__008,train_ep_006108,8
char__person,utt__train_ep_006108__009,train_ep_006108,9
char__king,utt__train_ep_006108__010,train_ep_006108,10
char__person,utt__train_ep_006108__011,train_ep_006108,11
char__king,utt__train_ep_006108__012,train_ep_006108,12
char__person,utt__train_ep_006108__013,train_ep_006108,13
char__king,utt__train_ep_006131__000,train_ep_006131,0
char__blacksmith,utt__train_ep_006131__001,train_ep_006131,1
char__king,utt__train_ep_006131__002,train_ep_006131,2
char__blacksmith,utt__train_ep_006131__003,train_ep_006131,3
char__king,utt__train_ep_006131__004,train_ep_006131,4
char__blacksmith,utt__train_ep_006131__005,train_ep_006131,5
char__king,utt__train_ep_006131__006,train_ep_006131,6
char__blacksmith,utt__train_ep_006131__007,train_ep_006131,7
char__king,utt__train_ep_006131__008,train_ep_006131,8
char__blacksmith,utt__train_ep_006131__009,train_ep_006131,9
char__king,utt__train_ep_006131__010,train_ep_006131,10
char__blacksmith,utt__train_ep_006131__011,train_ep_006131,11
char__king,utt__train_ep_006131__012,train_ep_006131,12
char__blacksmith,utt__train_ep_006131__013,train_ep_006131,13
char__king,utt__train_ep_006141__000,train_ep_006141,0
char__maid,utt__train_ep_006141__001,train_ep_006141,1
char__king,utt__train_ep_006141__002,train_ep_006141,2
char__maid,utt__train_ep_006141__003,train_ep_006141,3
char__king,utt__train_ep_006141__004,train_ep_006141,4
char__maid,utt__train_ep_006141__005,train_ep_006141,5
char__king,utt__train_ep_006141__006,train_ep_006141,6
char__maid,utt__train_ep_006141__007,train_ep_006141,7
char__king,utt__train_ep_006141__008,train_ep_006141,8
char__maid,utt__train_ep_006141__009,train_ep_006141,9
char__king,utt__train_ep_006141__010,train_ep_006141,10
char__maid,utt__train_ep_006141__011,train_ep_006141,11
char__king,utt__train_ep_006141__012,train_ep_006141,12
char__maid,utt__train_ep_006141__013,train_ep_006141,13
char__king,utt__train_ep_006142__000,train_ep_006142,0
char__thief,utt__train_ep_006142__001,train_ep_006142,1
char__king,utt__train_ep_006142__002,train_ep_006142,2
char__thief,utt__train_ep_006142__003,train_ep_006142,3
char__king,utt__train_ep_006142__004,train_ep_006142,4
char__king,utt__train_ep_006147__000,train_ep_006147,0
char__queen,utt__train_ep_006147__001,train_ep_006147,1
char__king,utt__train_ep_006147__002,train_ep_006147,2
char__queen,utt__train_ep_006147__003,train_ep_006147,3
char__king,utt__train_ep_006147__004,train_ep_006147,4
char__queen,utt__train_ep_006147__005,train_ep_006147,5
char__king,utt__train_ep_006147__006,train_ep_006147,6
char__queen,utt__train_ep_006147__007,train_ep_006147,7
char__king,utt__train_ep_006147__008,train_ep_006147,8
char__queen,utt__train_ep_006147__009,train_ep_006147,9
char__king,utt__train_ep_006147__010,train_ep_006147,10
char__queen,utt__train_ep_006147__011,train_ep_006147,11
char__king,utt__train_ep_006147__012,train_ep_006147,12
char__queen,utt__train_ep_006147__013,train_ep_006147,13
char__patron,utt__train_ep_006161__000,train_ep_006161,0
char__king,utt__train_ep_006161__001,train_ep_006161,1
char__patron,utt__train_ep_006161__002,train_ep_006161,2
char__king,utt__train_ep_006161__003,train_ep_006161,3
char__patron,utt__train_ep_006161__004,train_ep_006161,4
char__king,utt__train_ep_006161__005,train_ep_006161,5
char__patron,utt__train_ep_006161__006,train_ep_006161,6
char__king,utt__train_ep_006161__007,train_ep_006161,7
char__patron,utt__train_ep_006161__008,train_ep_006161,8
char__king,utt__train_ep_006161__009,train_ep_006161,9
char__patron,utt__train_ep_006161__010,train_ep_006161,10
char__king,utt__train_ep_006161__011,train_ep_006161,11
char__patron,utt__train_ep_006161__012,train_ep_006161,12
char__king,utt__train_ep_006161__013,train_ep_006161,13
char__noble,utt__train_ep_006166__000,train_ep_006166,0
char__king,utt__train_ep_006166__001,train_ep_006166,1
char__noble,utt__train_ep_006166__002,train_ep_006166,2
char__king,utt__train_ep_006166__003,train_ep_006166,3
char__noble,utt__train_ep_006166__004,train_ep_006166,4
char__king,utt__train_ep_006166__005,train_ep_006166,5
char__noble,utt__train_ep_006166__006,train_ep_006166,6
char__king,utt__train_ep_006166__007,train_ep_006166,7
char__noble,utt__train_ep_006166__008,train_ep_006166,8
char__king,utt__train_ep_006166__009,train_ep_006166,9
char__noble,utt__train_ep_006166__010,train_ep_006166,10
char__king,utt__train_ep_006166__011,train_ep_006166,11
char__noble,utt__train_ep_006166__012,train_ep_006166,12
char__king,utt__train_ep_006486__000,train_ep_006486,0
char__brother,utt__train_ep_006486__001,train_ep_006486,1
char__king,utt__train_ep_006486__002,train_ep_006486,2
char__brother,utt__train_ep_006486__003,train_ep_006486,3
char__king,utt__train_ep_006486__004,train_ep_006486,4
char__brother,utt__train_ep_006486__005,train_ep_006486,5
char__king,utt__train_ep_006486__006,train_ep_006486,6
char__brother,utt__train_ep_006486__007,train_ep_006486,7
char__king,utt__train_ep_006486__008,train_ep_006486,8
char__brother,utt__train_ep_006486__009,train_ep_006486,9
char__king,utt__train_ep_006486__010,train_ep_006486,10
char__brother,utt__train_ep_006486__011,train_ep_006486,11
char__king,utt__train_ep_006486__012,train_ep_006486,12
char__brother,utt__train_ep_006486__013,train_ep_006486,13
char__maid,utt__train_ep_006509__000,train_ep_006509,0
char__king,utt__train_ep_006509__001,train_ep_006509,1
char__maid,utt__train_ep_006509__002,train_ep_006509,2
char__king,utt__train_ep_006509__003,train_ep_006509,3
char__maid,utt__train_ep_006509__004,train_ep_006509,4
char__king,utt__train_ep_006509__005,train_ep_006509,5
char__maid,utt__train_ep_006509__006,train_ep_006509,6
char__king,utt__train_ep_006509__007,train_ep_006509,7
char__maid,utt__train_ep_006509__008,train_ep_006509,8
char__king,utt__train_ep_006509__009,train_ep_006509,9
char__maid,utt__train_ep_006509__010,train_ep_006509,10
char__king,utt__train_ep_006509__011,train_ep_006509,11
char__maid,utt__train_ep_006509__012,train_ep_006509,12
char__king,utt__train_ep_006518__000,train_ep_006518,0
char__townperson,utt__train_ep_006518__001,train_ep_006518,1
char__king,utt__train_ep_006518__002,train_ep_006518,2
char__townperson,utt__train_ep_006518__003,train_ep_006518,3
char__king,utt__train_ep_006518__004,train_ep_006518,4
char__townperson,utt__train_ep_006518__005,train_ep_006518,5
char__king,utt__train_ep_006518__006,train_ep_006518,6
char__townperson,utt__train_ep_006518__007,train_ep_006518,7
char__king,utt__train_ep_006518__008,train_ep_006518,8
char__townperson,utt__train_ep_006518__009,train_ep_006518,9
char__king,utt__train_ep_006518__010,train_ep_006518,10
char__townperson,utt__train_ep_006518__011,train_ep_006518,11
char__king,utt__train_ep_006518__012,train_ep_006518,12
char__townperson,utt__train_ep_006518__013,train_ep_006518,13
char__enemy,utt__train_ep_006519__000,train_ep_006519,0
char__king,utt__train_ep_006519__001,train_ep_006519,1
char__enemy,utt__train_ep_006519__002,train_ep_006519,2
char__king,utt__train_ep_006519__003,train_ep_006519,3
char__enemy,utt__train_ep_006519__004,train_ep_006519,4
char__king,utt__train_ep_006519__005,train_ep_006519,5
char__enemy,utt__train_ep_006519__006,train_ep_006519,6
char__king,utt__train_ep_006519__007,train_ep_006519,7
char__enemy,utt__train_ep_006519__008,train_ep_006519,8
char__king,utt__train_ep_006519__009,train_ep_006519,9
char__enemy,utt__train_ep_006519__010,train_ep_006519,10
char__king,utt__train_ep_006519__011,train_ep_006519,11
char__enemy,utt__train_ep_006519__012,train_ep_006519,12
char__king,utt__train_ep_006519__013,train_ep_006519,13
char__king,utt__train_ep_006534__000,train_ep_006534,0
char__scholar,utt__train_ep_006534__001,train_ep_006534,1
char__king,utt__train_ep_006534__002,train_ep_006534,2
char__scholar,utt__train_ep_006534__003,train_ep_006534,3
char__king,utt__train_ep_006534__004,train_ep_006534,4
char__scholar,utt__train_ep_006534__005,train_ep_006534,5
char__king,utt__train_ep_006534__006,train_ep_006534,6
char__scholar,utt__train_ep_006534__007,train_ep_006534,7
char__king,utt__train_ep_006534__008,train_ep_006534,8
char__scholar,utt__train_ep_006534__009,train_ep_006534,9
char__king,utt__train_ep_006534__010,train_ep_006534,10
char__scholar,utt__train_ep_006534__011,train_ep_006534,11
char__king,utt__train_ep_006534__012,train_ep_006534,12
char__scholar,utt__train_ep_006534__013,train_ep_006534,13
char__merchant,utt__train_ep_006575__000,train_ep_006575,0
char__king,utt__train_ep_006575__001,train_ep_006575,1
char__merchant,utt__train_ep_006575__002,train_ep_006575,2
char__king,utt__train_ep_006575__003,train_ep_006575,3
char__merchant,utt__train_ep_006575__004,train_ep_006575,4
char__king,utt__train_ep_006575__005,train_ep_006575,5
char__merchant,utt__train_ep_006575__006,train_ep_006575,6
char__king,utt__train_ep_006575__007,train_ep_006575,7
char__merchant,utt__train_ep_006575__008,train_ep_006575,8
char__king,utt__train_ep_006575__009,train_ep_006575,9
char__merchant,utt__train_ep_006575__010,train_ep_006575,10
char__king,utt__train_ep_006575__011,train_ep_006575,11
char__merchant,utt__train_ep_006575__012,train_ep_006575,12
char__king,utt__train_ep_006575__013,train_ep_006575,13
char__king,utt__train_ep_006603__000,train_ep_006603,0
char__kings,utt__train_ep_006603__001,train_ep_006603,1
char__king,utt__train_ep_006603__002,train_ep_006603,2
char__merchant,utt__train_ep_006614__000,train_ep_006614,0
char__king,utt__train_ep_006614__001,train_ep_006614,1
char__merchant,utt__train_ep_006614__002,train_ep_006614,2
char__king,utt__train_ep_006614__003,train_ep_006614,3
char__merchant,utt__train_ep_006614__004,train_ep_006614,4
char__king,utt__train_ep_006614__005,train_ep_006614,5
char__merchant,utt__train_ep_006614__006,train_ep_006614,6
char__king,utt__train_ep_006614__007,train_ep_006614,7
char__merchant,utt__train_ep_006614__008,train_ep_006614,8
char__king,utt__train_ep_006614__009,train_ep_006614,9
char__merchant,utt__train_ep_006614__010,train_ep_006614,10
char__king,utt__train_ep_006614__011,train_ep_006614,11
char__merchant,utt__train_ep_006614__012,train_ep_006614,12
char__king,utt__train_ep_006614__013,train_ep_006614,13
char__king,utt__train_ep_006631__000,train_ep_006631,0
char__maid,utt__train_ep_006631__001,train_ep_006631,1
char__king,utt__train_ep_006631__002,train_ep_006631,2
char__maid,utt__train_ep_006631__003,train_ep_006631,3
char__king,utt__train_ep_006631__004,train_ep_006631,4
char__maid,utt__train_ep_006631__005,train_ep_006631,5
char__king,utt__train_ep_006631__006,train_ep_006631,6
char__maid,utt__train_ep_006631__007,train_ep_006631,7
char__king,utt__train_ep_006631__008,train_ep_006631,8
char__maid,utt__train_ep_006631__009,train_ep_006631,9
char__king,utt__train_ep_006631__010,train_ep_006631,10
char__maid,utt__train_ep_006631__011,train_ep_006631,11
char__king,utt__train_ep_006631__012,train_ep_006631,12
char__maid,utt__train_ep_006631__013,train_ep_006631,13
char__king,utt__train_ep_006633__000,train_ep_006633,0
char__rabbit,utt__train_ep_006633__001,train_ep_006633,1
char__king,utt__train_ep_006633__002,train_ep_006633,2
char__rabbit,utt__train_ep_006633__003,train_ep_006633,3
char__king,utt__train_ep_006633__004,train_ep_006633,4
char__rabbit,utt__train_ep_006633__005,train_ep_006633,5
char__king,utt__train_ep_006633__006,train_ep_006633,6
char__rabbit,utt__train_ep_006633__007,train_ep_006633,7
char__king,utt__train_ep_006633__008,train_ep_006633,8
char__rabbit,utt__train_ep_006633__009,train_ep_006633,9
char__king,utt__train_ep_006633__010,train_ep_006633,10
char__rabbit,utt__train_ep_006633__011,train_ep_006633,11
char__king,utt__train_ep_006633__012,train_ep_006633,12
char__rabbit,utt__train_ep_006633__013,train_ep_006633,13
char__king,utt__train_ep_006638__000,train_ep_006638,0
char__queen,utt__train_ep_006638__001,train_ep_006638,1
char__king,utt__train_ep_006638__002,train_ep_006638,2
char__queen,utt__train_ep_006638__003,train_ep_006638,3
char__king,utt__train_ep_006638__004,train_ep_006638,4
char__queen,utt__train_ep_006638__005,train_ep_006638,5
char__king,utt__train_ep_006638__006,train_ep_006638,6
char__queen,utt__train_ep_006638__007,train_ep_006638,7
char__king,utt__train_ep_006638__008,train_ep_006638,8
char__queen,utt__train_ep_006638__009,train_ep_006638,9
char__king,utt__train_ep_006638__010,train_ep_006638,10
char__queen,utt__train_ep_006638__011,train_ep_006638,11
char__king,utt__train_ep_006638__012,train_ep_006638,12
char__queen,utt__train_ep_006638__013,train_ep_006638,13
char__murderer,utt__train_ep_006696__000,train_ep_006696,0
char__king,utt__train_ep_006696__001,train_ep_006696,1
char__murderer,utt__train_ep_006696__002,train_ep_006696,2
char__king,utt__train_ep_006696__003,train_ep_006696,3
char__murderer,utt__train_ep_006696__004,train_ep_006696,4
char__king,utt__train_ep_006696__005,train_ep_006696,5
char__murderer,utt__train_ep_006696__006,train_ep_006696,6
char__king,utt__train_ep_006696__007,train_ep_006696,7
char__murderer,utt__train_ep_006696__008,train_ep_006696,8
char__king,utt__train_ep_006696__009,train_ep_006696,9
char__murderer,utt__train_ep_006696__010,train_ep_006696,10
char__king,utt__train_ep_006696__011,train_ep_006696,11
char__murderer,utt__train_ep_006696__012,train_ep_006696,12
char__king,utt__train_ep_006696__013,train_ep_006696,13
char__queen,utt__train_ep_006837__000,train_ep_006837,0
char__king,utt__train_ep_006837__001,train_ep_006837,1
char__queen,utt__train_ep_006837__002,train_ep_006837,2
char__king,utt__train_ep_006837__003,train_ep_006837,3
char__queen,utt__train_ep_006837__004,train_ep_006837,4
char__king,utt__train_ep_006837__005,train_ep_006837,5
char__queen,utt__train_ep_006837__006,train_ep_006837,6
char__king,utt__train_ep_006837__007,train_ep_006837,7
char__queen,utt__train_ep_006837__008,train_ep_006837,8
char__king,utt__train_ep_006837__009,train_ep_006837,9
char__queen,utt__train_ep_006837__010,train_ep_006837,10
char__king,utt__train_ep_006837__011,train_ep_006837,11
char__queen,utt__train_ep_006837__012,train_ep_006837,12
char__king,utt__train_ep_006837__013,train_ep_006837,13
char__brother,utt__train_ep_006840__000,train_ep_006840,0
char__king,utt__train_ep_006840__001,train_ep_006840,1
char__brother,utt__train_ep_006840__002,train_ep_006840,2
char__king,utt__train_ep_006840__003,train_ep_006840,3
char__brother,utt__train_ep_006840__004,train_ep_006840,4
char__king,utt__train_ep_006840__005,train_ep_006840,5
char__brother,utt__train_ep_006840__006,train_ep_006840,6
char__king,utt__train_ep_006840__007,train_ep_006840,7
char__brother,utt__train_ep_006840__008,train_ep_006840,8
char__king,utt__train_ep_006840__009,train_ep_006840,9
char__brother,utt__train_ep_006840__010,train_ep_006840,10
char__king,utt__train_ep_006840__011,train_ep_006840,11
char__brother,utt__train_ep_006840__012,train_ep_006840,12
char__king,utt__train_ep_006840__013,train_ep_006840,13
char__dragon,utt__train_ep_006845__000,train_ep_006845,0
char__king,utt__train_ep_006845__001,train_ep_006845,1
char__dragon,utt__train_ep_006845__002,train_ep_006845,2
char__king,utt__train_ep_006845__003,train_ep_006845,3
char__dragon,utt__train_ep_006845__004,train_ep_006845,4
char__king,utt__train_ep_006845__005,train_ep_006845,5
