character_id,normalized_name,canonical_name,is_focus_character,is_generic_name,appearance_count,speaker_turn_count,mention_count,unique_episode_count,total_score,overall_rank,source
char__cowardly_guard_nervously_awaiting_an_attack,cowardly guard nervously awaiting an attack,Cowardly Guard Nervously Awaiting An Attack,False,False,7,49,0,7,70,692,light_combined
char__graveyard_keeper_who_lives_across_the_yard,graveyard keeper who lives across the yard,Graveyard Keeper Who Lives Across The Yard,False,False,7,49,0,7,70,693,light_combined
char__lady_in_a_white_decadent_dress,lady in a white decadent dress,Lady In A White Decadent Dress,False,False,7,49,0,7,70,694,light_combined
char__stable_boy_rushing_in_to_alert_the_knight,stable boy rushing in to alert the knight,Stable Boy Rushing In To Alert The Knight,False,False,7,49,0,7,70,695,light_combined
char__mountain_lion,mountain lion,Mountain Lion,False,False,7,45,4,8,70,696,light_combined
char__fellow_traveler,fellow traveler,Fellow Traveler,False,False,7,43,6,11,70,697,light_combined
char__cricket,cricket,Cricket,False,False,7,37,12,13,70,698,light_combined
char__toad,toad,Toad,False,False,1,7,60,34,70,699,light_combined
char__dockworker,dockworker,Dockworker,False,False,7,47,1,7,69,700,light_combined
char__torture_assistant,torture assistant,Torture Assistant,False,False,7,47,1,7,69,701,light_combined
char__juror,juror,Juror,False,False,6,42,9,7,69,702,light_combined
char__blacksmiths,blacksmiths,Blacksmiths,False,False,5,33,21,23,69,703,light_combined
char__squirrels,squirrels,Squirrels,False,False,4,15,42,32,69,704,light_combined
char__king_s_trusted_adviser,king's trusted adviser,King'S Trusted Adviser,False,False,8,44,0,8,68,705,light_combined
char__inn_keeper,inn keeper,Inn Keeper,False,False,7,42,5,10,68,706,light_combined
char__admiral,admiral,Admiral,False,False,6,42,8,7,68,707,light_combined
char__her_husband,her husband,Her Husband,False,False,5,35,18,19,68,708,light_combined
char__blind_knight_holding_a_sword,blind knight holding a sword,Blind Knight Holding A Sword,False,False,7,46,0,7,67,709,light_combined
char__madam_and_her_girls,madam and her girls,Madam And Her Girls,False,False,7,46,0,7,67,710,light_combined
char__mightiest_warriors,mightiest warriors,Mightiest Warriors,False,False,7,45,1,7,67,711,light_combined
char__mysterious_merchant,mysterious merchant,Mysterious Merchant,False,False,7,45,1,8,67,712,light_combined
char__horseflies,horseflies,Horseflies,False,False,7,43,3,8,67,713,light_combined
char__chameleon,chameleon,Chameleon,False,False,7,42,4,8,67,714,light_combined
char__wizard_s_assistant,wizard's assistant,Wizard'S Assistant,False,False,7,41,5,8,67,715,light_combined
char__marksman,marksman,Marksman,False,False,7,38,8,11,67,716,light_combined
char__formal,formal,Formal,False,False,6,42,7,13,67,717,light_combined
char__vagrant,vagrant,Vagrant,False,False,6,42,7,10,67,718,light_combined
char__toucan,toucan,Toucan,False,False,6,40,9,7,67,719,light_combined
char__chamber_maid,chamber maid,Chamber Maid,False,False,6,39,10,12,67,720,light_combined
char__lone_captain,lone captain,Lone Captain,False,False,8,41,1,8,66,721,light_combined
char__policeman_walking_a_beat,policeman walking a beat,Policeman Walking A Beat,False,False,7,45,0,7,66,722,light_combined
char__pond_visitor,pond visitor,Pond Visitor,False,False,7,45,0,7,66,723,light_combined
char__rabid_rat,rabid rat,Rabid Rat,False,False,7,43,2,8,66,724,light_combined
char__guy_with_the_key_when_he_lets_in_the_king,guy with the key when he lets in the king,Guy With The Key When He Lets In The King,False,False,7,44,0,7,65,725,light_combined
char__vigilant_guard,vigilant guard,Vigilant Guard,False,False,7,43,1,7,65,726,light_combined
char__widow,widow,Widow,False,False,6,33,14,18,65,727,light_combined
char__bee,bee,Bee,False,False,6,29,18,14,65,728,light_combined
char__rival,rival,Rival,False,False,5,27,23,23,65,729,light_combined
char__king_checking_in_on_his_outpost,king checking in on his outpost,King Checking In On His Outpost,False,False,7,43,0,7,64,730,light_combined
char__master_of_ceremonies,master of ceremonies,Master Of Ceremonies,False,False,7,40,3,8,64,731,light_combined
char__golem,golem,Golem,False,False,4,27,25,12,64,732,light_combined
char__king_consort,king consort,King Consort,False,False,7,42,0,7,63,733,light_combined
char__camper,camper,Camper,False,False,6,42,3,6,63,734,light_combined
char__missionary,missionary,Missionary,False,False,6,42,3,7,63,735,light_combined
char__pet_bird,pet bird,Pet Bird,False,False,6,41,4,9,63,736,light_combined
char__bedbug,bedbug,Bedbug,False,False,6,39,6,7,63,737,light_combined
char__straw,straw,Straw,False,False,4,24,27,15,63,738,light_combined
char__chiefs,chiefs,Chiefs,False,False,6,42,2,8,62,739,light_combined
char__stinging_scorpion,stinging scorpion,Stinging Scorpion,False,False,6,42,2,7,62,740,light_combined
char__swamp_monster,swamp monster,Swamp Monster,False,False,6,42,2,6,62,741,light_combined
char__choirboy,choirboy,Choirboy,False,False,6,41,3,8,62,742,light_combined
char__field_mice,field mice,Field Mice,False,False,6,39,5,9,62,743,light_combined
char__lands_lord,lands lord,Lands Lord,False,False,7,40,0,7,61,744,light_combined
char__dinner_guests,dinner guests,Dinner Guests,False,False,6,42,1,7,61,745,light_combined
char__favored_knight,favored knight,Favored Knight,False,False,6,42,1,6,61,746,light_combined
char__lord_and_controller,lord and controller,Lord And Controller,False,False,6,42,1,6,61,747,light_combined
char__saber_tooth_tiger,saber tooth tiger,Saber Tooth Tiger,False,False,6,42,1,6,61,748,light_combined
char__bivalve,bivalve,Bivalve,False,False,6,36,7,6,61,749,light_combined
char__alien,alien,Alien,False,False,7,37,2,8,60,750,light_combined
char__goldfinch,goldfinch,Goldfinch,False,False,7,37,2,7,60,751,light_combined
char__fierce_assassin,fierce assassin,Fierce Assassin,False,False,6,42,0,6,60,752,light_combined
char__former_resident_who_has_escaped_whatever_fate_befell_his_people_and_has_returned_home_to_look_for_other_survivors,former resident who has escaped whatever fate befell his people and has returned home to look for other survivors,Former Resident Who Has Escaped Whatever Fate Befell His People And Has Returned Home To Look For Other Survivors,False,False,6,42,0,6,60,753,light_combined
char__horse_caretaker_trainer,horse caretaker trainer,Horse Caretaker Trainer,False,False,6,42,0,6,60,754,light_combined
char__king_s_mother_who_sits_at_their_side,king's mother who sits at their side,King'S Mother Who Sits At Their Side,False,False,6,42,0,6,60,755,light_combined
char__large_black_vulture,large black vulture,Large Black Vulture,False,False,6,42,0,6,60,756,light_combined
char__woman_walking_the_beach,woman walking the beach,Woman Walking The Beach,False,False,6,42,0,6,60,757,light_combined
char__woolly_mammoth,woolly mammoth,Woolly Mammoth,False,False,6,42,0,6,60,758,light_combined
char__young_boy_who_is_a_deck_hand,young boy who is a deck hand,Young Boy Who Is A Deck Hand,False,False,6,42,0,6,60,759,light_combined
char__murderers,murderers,Murderers,False,False,6,36,6,12,60,760,light_combined
char__choir_room,choir room,Choir Room,False,False,5,35,10,14,60,761,light_combined
char__young_girl,young girl,Young Girl,False,False,5,35,10,14,60,762,light_combined
char__waiting_priest,waiting priest,Waiting Priest,False,False,7,38,0,7,59,763,light_combined
char__masked_torturer,masked torturer,Masked Torturer,False,False,7,37,1,8,59,764,light_combined
char__jacob_s_son,jacob's son,Jacob'S Son,False,False,6,37,4,6,59,765,light_combined
char__geese,geese,Geese,False,False,5,35,9,9,59,766,light_combined
char__stray_cat,stray cat,Stray Cat,False,False,6,36,4,8,58,767,light_combined
char__peacock,peacock,Peacock,False,False,5,35,8,8,58,768,light_combined
char__janitor,janitor,Janitor,False,False,5,35,7,8,57,769,light_combined
char__other_travelers_coming_to_see_the_geothermal_valley,other travelers coming to see the geothermal valley,Other Travelers Coming To See The Geothermal Valley,False,False,6,38,0,6,56,770,light_combined
char__poet_who_recites_his_best_work,poet who recites his best work,Poet Who Recites His Best Work,False,False,6,38,0,6,56,771,light_combined
char__rat_feasting_on_leftovers,rat feasting on leftovers,Rat Feasting On Leftovers,False,False,6,38,0,6,56,772,light_combined
char__town_jester,town jester,Town Jester,False,False,6,36,2,6,56,773,light_combined
char__large_creature,large creature,Large Creature,False,False,6,35,3,8,56,774,light_combined
char__loving_wife,loving wife,Loving Wife,False,False,6,35,3,8,56,775,light_combined
char__groundskeepers,groundskeepers,Groundskeepers,False,False,6,37,0,6,55,776,light_combined
char__large_beast,large beast,Large Beast,False,False,5,35,5,8,55,777,light_combined
char__scantily_clad_virgins,scantily clad virgins,Scantily Clad Virgins,False,False,5,35,5,6,55,778,light_combined
char__water_nymph,water nymph,Water Nymph,False,False,5,35,5,6,55,779,light_combined
char__groundskeeper_who_keeps_the_field_clean_and_the_grass_trimmed_for_the_archers_who_train,groundskeeper who keeps the field clean and the grass trimmed for the archers who train,Groundskeeper Who Keeps The Field Clean And The Grass Trimmed For The Archers Who Train,False,False,6,36,0,6,54,780,light_combined
char__ghost_of_a_miner,ghost of a miner,Ghost Of A Miner,False,False,6,35,1,7,54,781,light_combined
char__treasure_hunter,treasure hunter,Treasure Hunter,False,False,6,34,2,7,54,782,light_combined
char__infant,infant,Infant,False,False,5,35,4,6,54,783,light_combined
char__milk_man,milk man,Milk Man,False,False,5,28,11,8,54,784,light_combined
char__monarch,monarch,Monarch,False,False,4,28,14,17,54,785,light_combined
char__guards_assigned_to_defend_the_abandoned_looking_camp,guards assigned to defend the abandoned looking camp,Guards Assigned To Defend The Abandoned Looking Camp,False,False,6,35,0,6,53,786,light_combined
char__knight_captain_or_general_that_may_oversee_the_guards,knight captain or general that may oversee the guards,Knight Captain Or General That May Oversee The Guards,False,False,6,35,0,6,53,787,light_combined
char__old_one_eyed_owl,old one-eyed owl,Old One-Eyed Owl,False,False,6,35,0,6,53,788,light_combined
char__priest_s_mistress,priest's mistress,Priest'S Mistress,False,False,6,35,0,6,53,789,light_combined
char__troll_s_spouse,troll's spouse,Troll'S Spouse,False,False,6,35,0,6,53,790,light_combined
char__trilobite,trilobite,Trilobite,False,False,5,35,3,5,53,791,light_combined
char__adulterer,adulterer,Adulterer,False,False,5,31,7,9,53,792,light_combined
char__powerful_but_aged_wizard,powerful but aged wizard,Powerful But Aged Wizard,False,False,6,34,0,6,52,793,light_combined
char__master_at_arms,master at arms,Master At Arms,False,False,6,31,3,7,52,794,light_combined
char__cavalry,cavalry,Cavalry,False,False,5,35,2,6,52,795,light_combined
char__friend_of_the_princess,friend of the princess,Friend Of The Princess,False,False,5,35,2,5,52,796,light_combined
char__rabid_wolf,rabid wolf,Rabid Wolf,False,False,5,35,2,6,52,797,light_combined
char__unicorn_groomer,unicorn groomer,Unicorn Groomer,False,False,5,35,2,5,52,798,light_combined
char__cleric,cleric,Cleric,False,False,4,28,12,10,52,799,light_combined
char__gator,gator,Gator,False,False,4,28,12,8,52,800,light_combined
char__maggot,maggot,Maggot,False,False,4,28,12,9,52,801,light_combined
char__audience_member,audience member,Audience Member,False,False,6,32,1,6,51,802,light_combined
char__sell_swords,sell swords,Sell Swords,False,False,6,31,2,8,51,803,light_combined
char__curiosity_seekers,curiosity seekers,Curiosity Seekers,False,False,5,35,1,5,51,804,light_combined
char__diver,diver,Diver,False,False,5,35,1,5,51,805,light_combined
char__town_official,town official,Town Official,False,False,5,35,1,6,51,806,light_combined
char__barkeep,barkeep,Barkeep,False,False,4,28,11,13,51,807,light_combined
char__genie_from_a_lamp,genie from a lamp,Genie From A Lamp,False,False,6,32,0,6,50,808,light_combined
char__queen_s_subject,queen's subject,Queen'S Subject,False,False,6,32,0,6,50,809,light_combined
char__animal_such_as_a_cat,animal such as a cat,Animal Such As A Cat,False,False,5,35,0,5,50,810,light_combined
char__lord_chamberlain,lord chamberlain,Lord Chamberlain,False,False,5,35,0,5,50,811,light_combined
char__maester_who_helps_keep_the_documents_in_order,maester who helps keep the documents in order,Maester Who Helps Keep The Documents In Order,False,False,5,35,0,5,50,812,light_combined
char__town_game_warden,town game warden,Town Game Warden,False,False,5,35,0,5,50,813,light_combined
char__fletchers,fletchers,Fletchers,False,False,5,34,1,5,50,814,light_combined
char__ghouls,ghouls,Ghouls,False,False,5,32,3,7,50,815,light_combined
char__boat_captain,boat captain,Boat Captain,False,False,5,31,4,7,50,816,light_combined
char__merperson,merperson,Merperson,False,False,5,29,6,5,50,817,light_combined
char__dolphin,dolphin,Dolphin,False,False,4,22,16,12,50,818,light_combined
char__lazy_snake,lazy snake,Lazy Snake,False,False,6,29,1,6,48,819,light_combined
char__praying_mantis,praying mantis,Praying Mantis,False,False,5,26,7,7,48,820,light_combined
char__entertainer,entertainer,Entertainer,False,False,5,24,9,13,48,821,light_combined
char__his_queen,his queen,His Queen,False,False,4,28,8,12,48,822,light_combined
char__village_youth,village youth,Village Youth,False,False,5,32,0,5,47,823,light_combined
char__council_man,council man,Council Man,False,False,5,30,2,6,47,824,light_combined
char__king_s_brother,king's brother,King'S Brother,False,False,5,29,3,8,47,825,light_combined
char__attendant,attendant,Attendant,False,False,4,28,7,9,47,826,light_combined
char__person_on_a_pilgrimage,person on a pilgrimage,Person On A Pilgrimage,False,False,5,31,0,5,46,827,light_combined
char__civilian,civilian,Civilian,False,False,4,28,6,8,46,828,light_combined
char__butt,butt,Butt,False,False,3,21,16,15,46,829,light_combined
char__hero,hero,Hero,False,False,1,7,36,29,46,830,light_combined
char__king_s_dog,king's dog,King'S Dog,False,False,5,30,0,5,45,831,light_combined
char__town_baker_s_husband,town baker's husband,Town Baker'S Husband,False,False,5,29,1,5,45,832,light_combined
char__bar_host,bar host,Bar Host,False,False,5,28,2,5,45,833,light_combined
char__manikin,manikin,Manikin,False,False,4,28,5,5,45,834,light_combined
char__talking_crab,talking crab,Talking Crab,False,False,4,28,5,7,45,835,light_combined
char__king_s_guard,king's guard,King'S Guard,False,False,2,7,32,31,45,836,light_combined
char__poor_subsistence_farmer,poor subsistence farmer,Poor Subsistence Farmer,False,False,5,29,0,5,44,837,light_combined
char__rival_jeweler,rival jeweler,Rival Jeweler,False,False,5,29,0,5,44,838,light_combined
char__royal_jester,royal jester,Royal Jester,False,False,4,28,4,7,44,839,light_combined
char__village_chief,village chief,Village Chief,False,False,4,28,4,6,44,840,light_combined
char__giant_spider,giant spider,Giant Spider,False,False,4,26,6,6,44,841,light_combined
char__dragonfly,dragonfly,Dragonfly,False,False,4,25,7,8,44,842,light_combined
char__gardener_pulling_weeds,gardener pulling weeds,Gardener Pulling Weeds,False,False,5,28,0,5,43,843,light_combined
char__high_sorceress,high sorceress,High Sorceress,False,False,5,28,0,5,43,844,light_combined
char__repentant_person,repentant person,Repentant Person,False,False,5,28,0,5,43,845,light_combined
char__prison_guard,prison guard,Prison Guard,False,False,4,28,2,6,42,846,light_combined
char__patient,patient,Patient,False,False,2,10,26,26,42,847,light_combined
char__large_eel,large eel,Large Eel,False,False,4,28,1,4,41,848,light_combined
char__pit_guardian,pit guardian,Pit Guardian,False,False,4,28,1,4,41,849,light_combined
char__scullions,scullions,Scullions,False,False,4,28,1,4,41,850,light_combined
char__sword_maker,sword-maker,Sword-Maker,False,False,4,28,1,4,41,851,light_combined
char__troubadours,troubadours,Troubadours,False,False,4,28,1,5,41,852,light_combined
char__another_prisoner,another prisoner,Another Prisoner,False,False,5,24,1,6,40,853,light_combined
char__abbess,abbess,Abbess,False,False,4,28,0,4,40,854,light_combined
char__beautiful_calico_cat_napping_beside_the_coat_rack,beautiful calico cat napping beside the coat rack,Beautiful Calico Cat Napping Beside The Coat Rack,False,False,4,28,0,4,40,855,light_combined
char__demonic_hound,demonic hound,Demonic Hound,False,False,4,28,0,4,40,856,light_combined
char__dragon_rider,dragon rider,Dragon Rider,False,False,4,28,0,4,40,857,light_combined
char__eccentric_astronomer_who_lives_in_the_tower,eccentric astronomer who lives in the tower,Eccentric Astronomer Who Lives In The Tower,False,False,4,28,0,4,40,858,light_combined
char__enemy_king,enemy king,Enemy King,False,False,4,28,0,4,40,859,light_combined
char__give_the_form_of_only_the_word,give the form of only the word,Give The Form Of Only The Word,False,False,4,28,0,4,40,860,light_combined
char__laborsmen,laborsmen,Laborsmen,False,False,4,28,0,4,40,861,light_combined
char__large_mosquito,large mosquito,Large Mosquito,False,False,4,28,0,4,40,862,light_combined
char__shape_shifting_cat,shape-shifting cat,Shape-Shifting Cat,False,False,4,28,0,4,40,863,light_combined
char__skeleton_assistant,skeleton assistant,Skeleton Assistant,False,False,4,28,0,4,40,864,light_combined
char__tour_guides,tour guides,Tour Guides,False,False,4,28,0,4,40,865,light_combined
char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,turtle can't escape fast enough to avoid being eaten,Turtle Can'T Escape Fast Enough To Avoid Being Eaten,False,False,4,28,0,4,40,866,light_combined
char__woman_gathering_supplies,woman gathering supplies,Woman Gathering Supplies,False,False,4,28,0,4,40,867,light_combined
char__cut_throat,cut throat,Cut Throat,False,False,4,26,2,5,40,868,light_combined
char__black_stray_cat,black stray cat,Black Stray Cat,False,False,4,27,0,4,39,869,light_combined
char__half_wild_cat_chasing_away_mice,half-wild cat chasing away mice,Half-Wild Cat Chasing Away Mice,False,False,4,27,0,4,39,870,light_combined
char__poorer_citizens_of_the_empire,poorer citizens of the empire,Poorer Citizens Of The Empire,False,False,4,27,0,4,39,871,light_combined
char__lady_of_the_hour,lady of the hour,Lady Of The Hour,False,False,4,25,2,6,39,872,light_combined
char__hobbit,hobbit,Hobbit,False,False,4,21,6,5,39,873,light_combined
char__friend_of_farmer,friend of farmer,Friend Of Farmer,False,False,4,25,0,5,37,874,light_combined
char__napping_mouse,napping mouse,Napping Mouse,False,False,4,25,0,4,37,875,light_combined
char__stable_caretaker,stable caretaker,Stable Caretaker,False,False,4,25,0,4,37,876,light_combined
char__drunks,drunks,Drunks,False,False,3,21,7,8,37,877,light_combined
char__teachers,teachers,Teachers,False,False,3,21,7,9,37,878,light_combined
char__churchgoer,churchgoer,Churchgoer,False,False,4,23,1,5,36,879,light_combined
char__spirits_of_our_ancestors,spirits of our ancestors,Spirits Of Our Ancestors,False,False,4,22,2,5,36,880,light_combined
char__undead_warrior,undead warrior,Undead Warrior,False,False,3,21,6,6,36,881,light_combined
char__men_and_women_working,men and women working,Men And Women Working,False,False,4,23,0,4,35,882,light_combined
char__farm_hand,farm hand,Farm Hand,False,False,3,21,4,6,34,883,light_combined
char__lumberjack,lumberjack,Lumberjack,False,False,3,21,4,6,34,884,light_combined
char__pit_hound,pit hound,Pit Hound,False,False,4,21,0,4,33,885,light_combined
char__prisoner_of_the_troll,prisoner of the troll,Prisoner Of The Troll,False,False,4,21,0,4,33,886,light_combined
char__ice_king,ice king,Ice King,False,False,3,21,2,3,32,887,light_combined
char__scalawag,scalawag,Scalawag,False,False,3,21,2,3,32,888,light_combined
char__shoe_shiner,shoe shiner,Shoe Shiner,False,False,3,21,2,4,32,889,light_combined
char__battle_master,battle master,Battle Master,False,False,4,18,1,4,31,890,light_combined
char__seaman,seaman,Seaman,False,False,4,16,3,5,31,891,light_combined
char__minstrel,minstrel,Minstrel,False,False,3,21,1,4,31,892,light_combined
char__mercenary,mercenary,Mercenary,False,False,2,14,11,10,31,893,light_combined
char__town_baker_s_child,town baker's child,Town Baker'S Child,False,False,4,18,0,4,30,894,light_combined
char__band_member,band member,Band Member,False,False,3,21,0,3,30,895,light_combined
char__cowardly_young_man_in_armour,cowardly young man in armour,Cowardly Young Man In Armour,False,False,3,21,0,3,30,896,light_combined
char__cypher_the_dragon,cypher the dragon,Cypher The Dragon,False,False,3,21,0,3,30,897,light_combined
char__king_visiting_the_shipyard,king visiting the shipyard,King Visiting The Shipyard,False,False,3,21,0,3,30,898,light_combined
char__outside_attackers,outside attackers,Outside Attackers,False,False,3,21,0,3,30,899,light_combined
char__round_man_with_a_bushy_mustache,round man with a bushy mustache,Round Man With A Bushy Mustache,False,False,3,21,0,3,30,900,light_combined
char__sioux_chef,sioux chef,Sioux Chef,False,False,3,21,0,3,30,901,light_combined
char__property_owner,property owner,Property Owner,False,False,3,20,0,3,29,902,light_combined
char__adults,adults,Adults,False,False,2,14,9,11,29,903,light_combined
char__king_omako_iii,king omako iii,King Omako Iii,False,False,4,16,0,4,28,904,light_combined
char__serving_boy,serving boy,Serving Boy,False,False,3,18,1,4,28,905,light_combined
char__paladin,paladin,Paladin,False,False,2,14,8,6,28,906,light_combined
char__executioners,executioners,Executioners,False,False,4,14,0,4,26,907,light_combined
char__bears_cubs_it_fights_to_protect,bears cubs it fights to protect,Bears Cubs It Fights To Protect,False,False,3,17,0,3,26,908,light_combined
char__foolhardy_adventurer_who_came_to_check_out_the_ruins,foolhardy adventurer who came to check out the ruins,Foolhardy Adventurer Who Came To Check Out The Ruins,False,False,3,17,0,3,26,909,light_combined
char__crocodiles,crocodiles,Crocodiles,False,False,3,15,2,5,26,910,light_combined
char__frightened_rat,frightened rat,Frightened Rat,False,False,3,16,0,3,25,911,light_combined
char__garden_dog,garden dog,Garden Dog,False,False,3,16,0,3,25,912,light_combined
char__horse_thieves,horse thieves,Horse Thieves,False,False,3,16,0,3,25,913,light_combined
char__damage_dealer,damage dealer,Damage Dealer,False,False,3,15,0,3,24,914,light_combined
char__mountain_goat,mountain goat,Mountain Goat,False,False,3,14,1,3,24,915,light_combined
char__anchovy,anchovy,Anchovy,False,False,2,14,4,2,24,916,light_combined
char__therapist,therapist,Therapist,False,False,2,14,4,4,24,917,light_combined
char__old_person,old person,Old Person,False,False,2,14,3,5,23,918,light_combined
char__retainer,retainer,Retainer,False,False,2,14,3,4,23,919,light_combined
char__towns_person,towns person,Towns Person,False,False,2,14,3,5,23,920,light_combined
char__raven,raven,Raven,False,False,2,12,5,7,23,921,light_combined
char__king_s_child,king's child,King'S Child,False,False,2,14,2,4,22,922,light_combined
char__music_paper,music paper,Music Paper,False,False,2,14,2,2,22,923,light_combined
char__magical_being,magical being,Magical Being,False,False,2,8,8,8,22,924,light_combined
char__head_monk,head monk,Head Monk,False,False,2,14,1,3,21,925,light_combined
char__rich_king,rich king,Rich King,False,False,2,14,1,3,21,926,light_combined
char__sick_person,sick person,Sick Person,False,False,2,14,1,3,21,927,light_combined
char__ancient_savage_chieftan,ancient savage chieftan,Ancient Savage Chieftan,False,False,2,14,0,2,20,928,light_combined
char__crypt_keeper,crypt keeper,Crypt Keeper,False,False,2,14,0,2,20,929,light_combined
char__king_s_treasurer,king's treasurer,King'S Treasurer,False,False,2,14,0,2,20,930,light_combined
char__mud_golem,mud golem,Mud Golem,False,False,2,14,0,2,20,931,light_combined
char__poker_players,poker players,Poker Players,False,False,2,14,0,2,20,932,light_combined
char__turtle_in_a_cage_filled_with_grapes,turtle in a cage filled with grapes,Turtle In A Cage Filled With Grapes,False,False,2,14,0,2,20,933,light_combined
char__gravekeeper,gravekeeper,Gravekeeper,False,False,2,13,1,2,20,934,light_combined
char__fauna,fauna,Fauna,False,False,2,8,6,6,20,935,light_combined
char__server,server,Server,False,False,2,7,5,5,18,936,light_combined
char__rich_man,rich man,Rich Man,False,False,1,7,8,7,18,937,light_combined
char__court_treasurer,court treasurer,Court Treasurer,False,False,2,11,0,2,17,938,light_combined
char__trainer,trainer,Trainer,False,False,1,7,7,5,17,939,light_combined
char__christian_villagers,christian villagers,Christian Villagers,False,False,2,9,0,2,15,940,light_combined
char__dirty_stone,dirty stone,Dirty Stone,False,False,2,7,0,2,13,941,light_combined
char__goner,goner,Goner,False,False,1,7,3,3,13,942,light_combined
char__general_defending_the_tower,general defending the tower,General Defending The Tower,False,False,1,7,0,1,10,943,light_combined
char__louse,louse,Louse,False,False,1,7,0,1,10,944,light_combined
char__pair_of_cheerful_wrens_nesting_under_the_eaves,pair of cheerful wrens nesting under the eaves,Pair Of Cheerful Wrens Nesting Under The Eaves,False,False,1,7,0,1,10,945,light_combined
char__piano_player,piano player,Piano Player,False,False,1,7,0,1,10,946,light_combined
char__publican,publican,Publican,False,False,1,7,0,1,10,947,light_combined
char__sentry,sentry,Sentry,False,False,1,7,0,1,10,948,light_combined
char__shaddy_lady,shaddy lady,Shaddy Lady,False,False,1,7,0,1,10,949,light_combined
char__snow_guards,snow guards,Snow Guards,False,False,1,7,0,1,10,950,light_combined
char__water_monster,water monster,Water Monster,False,False,1,7,0,1,10,951,light_combined
char__starfish,starfish,Starfish,False,False,1,6,1,1,10,952,light_combined
char__cave_troll,cave troll,Cave Troll,False,False,1,2,5,4,10,953,light_combined
char__town_doctor,town doctor,Town Doctor,False,False,1,4,1,2,8,954,light_combined
char__dead_creature,dead creature,Dead Creature,False,False,1,2,1,2,6,955,light_combined
