character_id,episode_id,character_name,source_field
char__priest,train_ep_004538,priest,agents
char__songbird,train_ep_004538,songbird,agents
char__guest,train_ep_004539,guest,agents
char__king,train_ep_004539,king,agents
char__girl,train_ep_004540,girl,agents
char__man,train_ep_004540,man,agents
char__debtor,train_ep_004541,debtor,agents
char__prisoner,train_ep_004541,prisoner,agents
char__god,train_ep_004542,god,agents
char__knight,train_ep_004542,knight,agents
char__tax_agent,train_ep_004543,tax agent,agents
char__worshipper,train_ep_004543,worshipper,agents
char__pope,train_ep_004544,pope,agents
char__preacher,train_ep_004544,preacher,agents
char__guest,train_ep_004545,guest,agents
char__servant,train_ep_004545,servant,agents
char__child,train_ep_004546,child,agents
char__person,train_ep_004546,person,agents
char__horse,train_ep_004547,horse,agents
char__young_maiden,train_ep_004547,young maiden,agents
char__horse,train_ep_004548,horse,agents
char__knight,train_ep_004548,knight,agents
char__knight,train_ep_004549,knight,agents
char__peasant,train_ep_004549,peasant,agents
char__another_prisoner,train_ep_004550,another prisoner,agents
char__prisoner,train_ep_004550,prisoner,agents
char__dog,train_ep_004551,dog,agents
char__dragon,train_ep_004551,dragon,agents
char__queen,train_ep_004552,queen,agents
char__servant,train_ep_004552,servant,agents
char__peasant,train_ep_004553,peasant,agents
char__queen,train_ep_004553,queen,agents
char__archer,train_ep_004554,archer,agents
char__wild_boar,train_ep_004554,wild boar,agents
char__deer,train_ep_004555,deer,agents
char__organism,train_ep_004555,organism,agents
char__lady_in_waiting,train_ep_004556,lady in waiting,agents
char__queen,train_ep_004556,queen,agents
char__king,train_ep_004557,king,agents
char__powerful_but_aged_wizard,train_ep_004557,powerful but aged wizard,agents
char__chiefs,train_ep_004558,chiefs,agents
char__cook,train_ep_004558,cook,agents
char__member,train_ep_004559,member,agents
char__peasant,train_ep_004559,peasant,agents
char__deer,train_ep_004560,deer,agents
char__pair_of_cheerful_wrens_nesting_under_the_eaves,train_ep_004560,pair of cheerful wrens nesting under the eaves,agents
char__shoe_shiner,train_ep_004561,shoe shiner,agents
char__soldier,train_ep_004561,soldier,agents
char__archer,train_ep_004562,archer,agents
char__guard,train_ep_004562,guard,agents
char__adventurer,train_ep_004563,adventurer,agents
char__bandit,train_ep_004563,bandit,agents
char__queen,train_ep_004564,queen,agents
char__rat,train_ep_004564,rat,agents
char__man_sleeping_inside,train_ep_004565,man sleeping inside,agents
char__pelican,train_ep_004565,pelican,agents
char__king,train_ep_004566,king,agents
char__person,train_ep_004566,person,agents
char__madam_and_her_girls,train_ep_004567,madam and her girls,agents
char__man,train_ep_004567,man,agents
char__king,train_ep_004568,king,agents
char__queen,train_ep_004568,queen,agents
char__animal,train_ep_004569,animal,agents
char__fish,train_ep_004569,fish,agents
char__animal,train_ep_004570,animal,agents
char__thing,train_ep_004570,thing,agents
char__deer,train_ep_004571,deer,agents
char__horse,train_ep_004571,horse,agents
char__cat,train_ep_004572,cat,agents
char__chicken,train_ep_004572,chicken,agents
char__queen,train_ep_004573,queen,agents
char__royal_dog,train_ep_004573,royal dog,agents
char__maintenance_person,train_ep_004574,maintenance person,agents
char__preacher,train_ep_004574,preacher,agents
char__sad_townsman,train_ep_004575,sad townsman,agents
char__trainer,train_ep_004575,trainer,agents
char__pastry_chef,train_ep_004576,pastry chef,agents
char__captain,train_ep_004577,captain,agents
char__traveler,train_ep_004577,traveler,agents
char__king,train_ep_004578,king,agents
char__man,train_ep_004578,man,agents
char__father,train_ep_004579,father,agents
char__son,train_ep_004579,son,agents
char__family_member,train_ep_004580,family member,agents
char__weary_traveler,train_ep_004580,weary traveler,agents
char__man,train_ep_004581,man,agents
char__vulture,train_ep_004581,vulture,agents
char__god,train_ep_004582,god,agents
char__petitioner,train_ep_004582,petitioner,agents
char__old_gnaisha,train_ep_004583,old gnaisha,agents
char__patron,train_ep_004583,patron,agents
char__child,train_ep_004584,child,agents
char__king,train_ep_004584,king,agents
char__priest,train_ep_004585,priest,agents
char__worshiper,train_ep_004585,worshiper,agents
char__priests,train_ep_004586,priests,agents
char__thief,train_ep_004586,thief,agents
char__fox,train_ep_004587,fox,agents
char__person,train_ep_004587,person,agents
char__person,train_ep_004588,person,agents
char__survivors,train_ep_004588,survivors,agents
char__barn_cat,train_ep_004589,barn cat,agents
char__stable_hand,train_ep_004589,stable hand,agents
char__cooks,train_ep_004590,cooks,agents
char__footman,train_ep_004590,footman,agents
char__knight,train_ep_004591,knight,agents
char__resting_travelers,train_ep_004591,resting travelers,agents
char__gaurd,train_ep_004592,gaurd,agents
char__lord_chamberlain,train_ep_004592,lord chamberlain,agents
char__farmers,train_ep_004593,farmers,agents
char__owner,train_ep_004593,owner,agents
char__frog,train_ep_004594,frog,agents
char__wizard_s_assistant,train_ep_004594,wizard's assistant,agents
char__merchant,train_ep_004595,merchant,agents
char__villager,train_ep_004595,villager,agents
char__child,train_ep_004596,child,agents
char__farmers,train_ep_004596,farmers,agents
char__farmers,train_ep_004597,farmers,agents
char__guard,train_ep_004597,guard,agents
char__priest,train_ep_004598,priest,agents
char__servant,train_ep_004598,servant,agents
char__bird,train_ep_004599,bird,agents
char__owl,train_ep_004599,owl,agents
char__customer,train_ep_004600,customer,agents
char__fisherman,train_ep_004600,fisherman,agents
char__king,train_ep_004601,king,agents
char__servant,train_ep_004601,servant,agents
char__bat,train_ep_004602,bat,agents
char__bug,train_ep_004602,bug,agents
char__assistant_chef,train_ep_004603,assistant chef,agents
char__wizard,train_ep_004603,wizard,agents
char__maid,train_ep_004604,maid,agents
char__servant,train_ep_004604,servant,agents
char__families,train_ep_004605,families,agents
char__young_boy,train_ep_004605,young boy,agents
char__pheasant,train_ep_004606,pheasant,agents
char__queen,train_ep_004606,queen,agents
char__prisoner,train_ep_004607,prisoner,agents
char__town_sheriff,train_ep_004607,town sheriff,agents
char__king,train_ep_004608,king,agents
char__townperson,train_ep_004608,townperson,agents
char__child,train_ep_004609,child,agents
char__family_dog,train_ep_004609,family dog,agents
char__blacksmith,train_ep_004610,blacksmith,agents
char__scullery_maid,train_ep_004610,scullery maid,agents
char__resident,train_ep_004611,resident,agents
char__traveling_salesmen_stopping_for_a_drink,train_ep_004611,traveling salesmen stopping for a drink,agents
char__high_priest_reading_an_arcane_book,train_ep_004612,high priest reading an arcane book,agents
char__nun,train_ep_004612,nun,agents
char__peasant,train_ep_004613,peasant,agents
char__visitor,train_ep_004613,visitor,agents
char__nobleman,train_ep_004614,nobleman,agents
char__people,train_ep_004614,people,agents
char__king,train_ep_004615,king,agents
char__knight,train_ep_004615,knight,agents
char__cooks,train_ep_004616,cooks,agents
char__villager,train_ep_004616,villager,agents
char__guest,train_ep_004617,guest,agents
char__king,train_ep_004617,king,agents
char__child,train_ep_004618,child,agents
char__person,train_ep_004618,person,agents
char__insects,train_ep_004619,insects,agents
char__squirrel,train_ep_004619,squirrel,agents
char__songbird,train_ep_004620,songbird,agents
char__townsperson,train_ep_004620,townsperson,agents
char__fat_rats,train_ep_004621,fat rats,agents
char__pirate,train_ep_004621,pirate,agents
char__officer,train_ep_004622,officer,agents
char__person,train_ep_004622,person,agents
char__bird,train_ep_004623,bird,agents
char__fisherman,train_ep_004623,fisherman,agents
char__camel,train_ep_004624,camel,agents
char__goblin,train_ep_004624,goblin,agents
char__hog,train_ep_004625,hog,agents
char__ox,train_ep_004625,ox,agents
char__townperson,train_ep_004626,townperson,agents
char__villager,train_ep_004626,villager,agents
char__rat,train_ep_004627,rat,agents
char__sailor,train_ep_004627,sailor,agents
char__owner,train_ep_004628,owner,agents
char__traveler,train_ep_004628,traveler,agents
char__family_member,train_ep_004629,family member,agents
char__large_spider_high_in_one_corner,train_ep_004629,large spider high in one corner,agents
char__blacksmith_apprentice,train_ep_004630,blacksmith apprentice,agents
char__owner,train_ep_004630,owner,agents
char__archer,train_ep_004631,archer,agents
char__court_jester,train_ep_004631,court jester,agents
char__thief,train_ep_004632,thief,agents
char__wife,train_ep_004632,wife,agents
char__owl,train_ep_004633,owl,agents
char__spirit,train_ep_004633,spirit,agents
char__fisherman,train_ep_004634,fisherman,agents
char__mermaid,train_ep_004634,mermaid,agents
char__craftsman,train_ep_004635,craftsman,agents
char__lawyer,train_ep_004635,lawyer,agents
char__king_fulmer,train_ep_004636,king fulmer,agents
char__outside_attackers,train_ep_004636,outside attackers,agents
char__guard,train_ep_004637,guard,agents
char__king,train_ep_004637,king,agents
char__cardinal,train_ep_004638,cardinal,agents
char__companion,train_ep_004638,companion,agents
char__big_sheep_like_brown_dog,train_ep_004639,big sheep-like brown dog,agents
char__faerie,train_ep_004639,faerie,agents
char__parent,train_ep_004640,parent,agents
char__troll,train_ep_004640,troll,agents
char__chiefs,train_ep_004641,chiefs,agents
char__monk,train_ep_004641,monk,agents
char__grounds_keeper,train_ep_004642,grounds keeper,agents
char__organist,train_ep_004642,organist,agents
char__cat,train_ep_004643,cat,agents
char__wife,train_ep_004643,wife,agents
char__person,train_ep_004644,person,agents
char__wolves,train_ep_004644,wolves,agents
char__animal,train_ep_004645,animal,agents
char__traveler,train_ep_004645,traveler,agents
char__customer,train_ep_004646,customer,agents
char__mayor,train_ep_004646,mayor,agents
char__guard,train_ep_004647,guard,agents
char__visitor,train_ep_004647,visitor,agents
char__god,train_ep_004648,god,agents
char__villager,train_ep_004648,villager,agents
char__hummingbird,train_ep_004649,hummingbird,agents
char__owl,train_ep_004649,owl,agents
char__servant,train_ep_004650,servant,agents
char__sister,train_ep_004650,sister,agents
char__maid,train_ep_004651,maid,agents
char__soldier,train_ep_004651,soldier,agents
char__king,train_ep_004652,king,agents
char__queen,train_ep_004652,queen,agents
char__duke,train_ep_004653,duke,agents
char__queen,train_ep_004653,queen,agents
char__council_man,train_ep_004654,council man,agents
char__monkey,train_ep_004654,monkey,agents
char__mariner,train_ep_004655,mariner,agents
char__servant,train_ep_004655,servant,agents
char__horse_tied_up_in_front_of_a_shop,train_ep_004656,horse tied up in front of a shop,agents
char__squire,train_ep_004656,squire,agents
char__dogs,train_ep_004657,dogs,agents
char__farmers,train_ep_004657,farmers,agents
char__knight,train_ep_004658,knight,agents
char__mayor,train_ep_004658,mayor,agents
char__guard,train_ep_004659,guard,agents
char__princess,train_ep_004659,princess,agents
char__camel,train_ep_004660,camel,agents
char__local,train_ep_004660,local,agents
char__merchant,train_ep_004661,merchant,agents
char__visitor,train_ep_004661,visitor,agents
char__caretaker,train_ep_004662,caretaker,agents
char__priest,train_ep_004662,priest,agents
char__robber,train_ep_004663,robber,agents
char__watchman,train_ep_004663,watchman,agents
char__runaway,train_ep_004664,runaway,agents
char__traveler,train_ep_004664,traveler,agents
char__army,train_ep_004665,army,agents
char__diplomat,train_ep_004665,diplomat,agents
char__guard,train_ep_004666,guard,agents
char__talking_cat,train_ep_004666,talking cat,agents
char__person,train_ep_004667,person,agents
char__sailor,train_ep_004667,sailor,agents
char__clergyman,train_ep_004668,clergyman,agents
char__priests,train_ep_004668,priests,agents
char__hunter,train_ep_004669,hunter,agents
char__scorpion,train_ep_004669,scorpion,agents
char__madam_and_her_girls,train_ep_004670,madam and her girls,agents
char__monk,train_ep_004670,monk,agents
char__local_merchant,train_ep_004671,local merchant,agents
char__rat,train_ep_004671,rat,agents
char__friend,train_ep_004672,friend,agents
char__visitor,train_ep_004672,visitor,agents
char__merchant,train_ep_004673,merchant,agents
char__pirate,train_ep_004673,pirate,agents
char__cat,train_ep_004674,cat,agents
char__royal_chef,train_ep_004674,royal chef,agents
char__cleaning_person,train_ep_004675,cleaning person,agents
char__prisoner,train_ep_004675,prisoner,agents
char__butler,train_ep_004676,butler,agents
char__guest,train_ep_004676,guest,agents
char__albino_fish_totally_blind_swims_in_a_tiny_pool,train_ep_004677,albino fish totally blind swims in a tiny pool,agents
char__altar_boy,train_ep_004677,altar boy,agents
char__priest,train_ep_004678,priest,agents
char__resident,train_ep_004678,resident,agents
char__gardener,train_ep_004679,gardener,agents
char__grandmother,train_ep_004679,grandmother,agents
char__ghost,train_ep_004680,ghost,agents
char__lady_in_a_white_decadent_dress,train_ep_004680,lady in a white decadent dress,agents
char__deity,train_ep_004681,deity,agents
char__squirrel,train_ep_004681,squirrel,agents
char__miner,train_ep_004682,miner,agents
char__sacrifice,train_ep_004682,sacrifice,agents
char__pastor,train_ep_004683,pastor,agents
char__priest,train_ep_004683,priest,agents
char__knight,train_ep_004684,knight,agents
char__servant,train_ep_004684,servant,agents
char__cat,train_ep_004685,cat,agents
char__stray_dogs,train_ep_004685,stray dogs,agents
char__king,train_ep_004686,king,agents
char__servant,train_ep_004686,servant,agents
char__princess,train_ep_004687,princess,agents
char__vendor,train_ep_004687,vendor,agents
char__king,train_ep_004688,king,agents
char__person,train_ep_004688,person,agents
char__farmer,train_ep_004689,farmer,agents
char__lord,train_ep_004689,lord,agents
char__judge,train_ep_004690,judge,agents
char__thief,train_ep_004690,thief,agents
char__barkeep,train_ep_004691,barkeep,agents
char__knight,train_ep_004691,knight,agents
char__god,train_ep_004692,god,agents
char__pet_goldfish,train_ep_004692,pet goldfish,agents
char__thief,train_ep_004693,thief,agents
char__yeti,train_ep_004693,yeti,agents
char__kings,train_ep_004694,kings,agents
char__servant,train_ep_004694,servant,agents
char__bird,train_ep_004695,bird,agents
char__deer,train_ep_004695,deer,agents
char__customer,train_ep_004696,customer,agents
char__warrior,train_ep_004696,warrior,agents
char__peasant,train_ep_004697,peasant,agents
char__person,train_ep_004697,person,agents
char__bigfoot,train_ep_004698,bigfoot,agents
char__scribe_constantly_writing,train_ep_004698,scribe constantly writing,agents
char__acolyte,train_ep_004699,acolyte,agents
char__pilgrims,train_ep_004699,pilgrims,agents
char__handmaid,train_ep_004700,handmaid,agents
char__person,train_ep_004700,person,agents
char__seagull,train_ep_004701,seagull,agents
char__villager,train_ep_004701,villager,agents
char__flirty_barmaid,train_ep_004702,flirty barmaid,agents
char__servant,train_ep_004702,servant,agents
char__altar_boy,train_ep_004703,altar boy,agents
char__priest,train_ep_004703,priest,agents
char__handmaid,train_ep_004704,handmaid,agents
char__troll,train_ep_004704,troll,agents
char__merchant,train_ep_004705,merchant,agents
char__servant,train_ep_004705,servant,agents
char__organism,train_ep_004706,organism,agents
char__sailor,train_ep_004706,sailor,agents
char__enchantress,train_ep_004707,enchantress,agents
char__guest,train_ep_004707,guest,agents
char__wolf,train_ep_004708,wolf,agents
char__young_student_reading_a_book_beneath_a_dogwood_tree,train_ep_004708,young student reading a book beneath a dogwood tree,agents
char__guard,train_ep_004709,guard,agents
char__knight,train_ep_004709,knight,agents
char__queen,train_ep_004710,queen,agents
char__there_is_also_a_young_woman_selling_flowers_to_passersby,train_ep_004710,there is also a young woman selling flowers to passersby,agents
char__knight,train_ep_004711,knight,agents
char__soldier,train_ep_004711,soldier,agents
char__blacksmith,train_ep_004712,blacksmith,agents
char__customer,train_ep_004712,customer,agents
char__rat_chews_on_a_dropped_hymnbook,train_ep_004713,rat chews on a dropped hymnbook,agents
char__spider,train_ep_004713,spider,agents
char__vendor,train_ep_004714,vendor,agents
char__wife,train_ep_004714,wife,agents
char__monk,train_ep_004715,monk,agents
char__person,train_ep_004715,person,agents
char__painter,train_ep_004716,painter,agents
char__worker,train_ep_004716,worker,agents
char__groom_of_the_stool,train_ep_004717,groom of the stool,agents
char__queen,train_ep_004717,queen,agents
char__snakes,train_ep_004718,snakes,agents
char__traveller,train_ep_004718,traveller,agents
char__acolyte,train_ep_004719,acolyte,agents
char__deity,train_ep_004719,deity,agents
char__bat,train_ep_004720,bat,agents
char__ghost,train_ep_004720,ghost,agents
char__loved_ones,train_ep_004721,loved ones,agents
char__person,train_ep_004721,person,agents
char__king,train_ep_004722,king,agents
char__kings_bodyguard,train_ep_004722,kings bodyguard,agents
char__attendee,train_ep_004723,attendee,agents
char__temple_members,train_ep_004723,temple members,agents
char__mouse,train_ep_004724,mouse,agents
char__thief,train_ep_004724,thief,agents
char__character,train_ep_004725,character,agents
char__policeman_walking_a_beat,train_ep_004725,policeman walking a beat,agents
char__crab,train_ep_004726,crab,agents
char__person,train_ep_004726,person,agents
char__snakes,train_ep_004727,snakes,agents
char__spirit,train_ep_004727,spirit,agents
char__challenger,train_ep_004728,challenger,agents
char__vigilant_guard,train_ep_004728,vigilant guard,agents
char__large_spiders,train_ep_004729,large spiders,agents
char__ogre,train_ep_004729,ogre,agents
char__camera_man,train_ep_004730,camera man,agents
char__lawyer,train_ep_004730,lawyer,agents
char__chilling_wind_or_voice,train_ep_004731,chilling wind or voice,agents
char__crow,train_ep_004731,crow,agents
char__farmer,train_ep_004732,farmer,agents
char__person,train_ep_004732,person,agents
char__person,train_ep_004733,person,agents
char__priest,train_ep_004733,priest,agents
char__captured_knight,train_ep_004734,captured knight,agents
char__farmer,train_ep_004734,farmer,agents
char__cleaning_person,train_ep_004735,cleaning person,agents
char__serving_wench,train_ep_004735,serving wench,agents
char__old_man_with_a_fishing_rod,train_ep_004736,old man with a fishing rod,agents
char__small_child_cleaning_boat,train_ep_004736,small child cleaning boat,agents
char__person,train_ep_004737,person,agents
char__preacher,train_ep_004737,preacher,agents
char__family_member,train_ep_004738,family member,agents
char__husband,train_ep_004738,husband,agents
char__goldfinch,train_ep_004739,goldfinch,agents
char__queen,train_ep_004739,queen,agents
char__knight,train_ep_004740,knight,agents
char__spelunker,train_ep_004740,spelunker,agents
char__craftsman,train_ep_004741,craftsman,agents
char__king,train_ep_004741,king,agents
char__boar,train_ep_004742,boar,agents
char__faery,train_ep_004742,faery,agents
char__cleaning_person,train_ep_004743,cleaning person,agents
char__serving_wench,train_ep_004743,serving wench,agents
char__old_man_with_a_fishing_rod,train_ep_004744,old man with a fishing rod,agents
char__small_child_cleaning_boat,train_ep_004744,small child cleaning boat,agents
char__person,train_ep_004745,person,agents
char__preacher,train_ep_004745,preacher,agents
char__family_member,train_ep_004746,family member,agents
char__husband,train_ep_004746,husband,agents
char__captured_knight,train_ep_004747,captured knight,agents
char__farmer,train_ep_004747,farmer,agents
char__nobel,train_ep_004748,nobel,agents
char__person,train_ep_004748,person,agents
char__ancient_king,train_ep_004749,ancient king,agents
char__cardinal,train_ep_004749,cardinal,agents
char__maid,train_ep_004750,maid,agents
char__nobleman,train_ep_004750,nobleman,agents
char__captured_knight,train_ep_004751,captured knight,agents
char__knight,train_ep_004751,knight,agents
char__king_s_guardsman,train_ep_004752,king's guardsman,agents
char__large_experienced_guard_with_a_grizzly_expression,train_ep_004752,large experienced guard with a grizzly expression,agents
char__ambassador,train_ep_004753,ambassador,agents
char__craftsman,train_ep_004753,craftsman,agents
char__person,train_ep_004754,person,agents
char__preist,train_ep_004754,preist,agents
char__fish,train_ep_004755,fish,agents
char__lazy_insects,train_ep_004755,lazy insects,agents
char__chambermaid,train_ep_004756,chambermaid,agents
char__queen,train_ep_004756,queen,agents
char__princess,train_ep_004757,princess,agents
char__worms,train_ep_004757,worms,agents
char__craftsman,train_ep_004758,craftsman,agents
char__trader,train_ep_004758,trader,agents
char__court_jester,train_ep_004759,court jester,agents
char__servant,train_ep_004759,servant,agents
char__caretaker,train_ep_004760,caretaker,agents
char__mourner,train_ep_004760,mourner,agents
char__jester,train_ep_004761,jester,agents
char__queen,train_ep_004761,queen,agents
char__bivalve,train_ep_004762,bivalve,agents
char__guard,train_ep_004762,guard,agents
char__guard,train_ep_004763,guard,agents
char__person,train_ep_004763,person,agents
char__family_member,train_ep_004764,family member,agents
char__farmer,train_ep_004764,farmer,agents
char__snakes_slithering_around_the_cavern,train_ep_004765,snakes slithering around the cavern,agents
char__vulture,train_ep_004765,vulture,agents
char__royal,train_ep_004766,royal,agents
char__villagers,train_ep_004766,villagers,agents
char__high_priest,train_ep_004767,high priest,agents
char__spider,train_ep_004767,spider,agents
char__follower,train_ep_004768,follower,agents
char__founder,train_ep_004768,founder,agents
char__child,train_ep_004769,child,agents
char__witch,train_ep_004769,witch,agents
char__lizards,train_ep_004770,lizards,agents
char__swimmer,train_ep_004770,swimmer,agents
char__king,train_ep_004771,king,agents
char__pirate,train_ep_004772,pirate,agents
char__young_boy_who_is_a_deck_hand,train_ep_004772,young boy who is a deck hand,agents
char__peasant,train_ep_004773,peasant,agents
char__villager,train_ep_004773,villager,agents
char__king,train_ep_004774,king,agents
char__scullery_maid,train_ep_004774,scullery maid,agents
char__bat_queen,train_ep_004775,bat queen,agents
char__villager,train_ep_004775,villager,agents
char__baby,train_ep_004776,baby,agents
char__daughter,train_ep_004776,daughter,agents
char__animal,train_ep_004777,animal,agents
char__farmer_bob,train_ep_004777,farmer bob,agents
char__archaeologists,train_ep_004778,archaeologists,agents
char__bandit,train_ep_004778,bandit,agents
char__large_spider_high_in_one_corner,train_ep_004779,large spider high in one corner,agents
char__royalty,train_ep_004779,royalty,agents
char__priest,train_ep_004780,priest,agents
char__army,train_ep_004781,army,agents
char__blacksmith,train_ep_004781,blacksmith,agents
char__wise_woman,train_ep_004782,wise woman,agents
char__witch,train_ep_004782,witch,agents
char__criminal,train_ep_004783,criminal,agents
char__king,train_ep_004783,king,agents
char__high_priest,train_ep_004784,high priest,agents
char__organ_player,train_ep_004784,organ player,agents
char__fat_rats,train_ep_004785,fat rats,agents
char__treasure_seekers,train_ep_004785,treasure seekers,agents
char__no_one,train_ep_004786,no one,agents
char__vulture,train_ep_004786,vulture,agents
char__archaeologist,train_ep_004787,archaeologist,agents
char__bandit,train_ep_004787,bandit,agents
char__jacob,train_ep_004788,jacob,agents
char__spider,train_ep_004788,spider,agents
char__miner,train_ep_004789,miner,agents
char__thief,train_ep_004789,thief,agents
char__dog,train_ep_004790,dog,agents
char__goat_for_company_for_the_horses,train_ep_004790,goat for company for the horses,agents
char__servant,train_ep_004791,servant,agents
char__soldier,train_ep_004791,soldier,agents
char__lizards,train_ep_004792,lizards,agents
char__turtles,train_ep_004792,turtles,agents
char__dogs,train_ep_004793,dogs,agents
char__royal,train_ep_004793,royal,agents
char__guest,train_ep_004794,guest,agents
char__her_maid,train_ep_004794,her maid,agents
char__priests,train_ep_004795,priests,agents
char__village_official,train_ep_004795,village official,agents
char__royal_family,train_ep_004796,royal family,agents
char__woman,train_ep_004796,woman,agents
char__bivalve,train_ep_004797,bivalve,agents
char__small_living_thing,train_ep_004797,small living thing,agents
char__bird,train_ep_004798,bird,agents
char__gypsy,train_ep_004798,gypsy,agents
char__person,train_ep_004799,person,agents
char__spider,train_ep_004799,spider,agents
char__person,train_ep_004800,person,agents
char__soldier,train_ep_004800,soldier,agents
char__cow,train_ep_004801,cow,agents
char__farmer,train_ep_004801,farmer,agents
char__person,train_ep_004802,person,agents
char__rabbit,train_ep_004802,rabbit,agents
char__knight,train_ep_004803,knight,agents
char__rabbit,train_ep_004803,rabbit,agents
char__dancer,train_ep_004804,dancer,agents
char__high_priestess,train_ep_004804,high priestess,agents
char__priest,train_ep_004805,priest,agents
char__wench,train_ep_004805,wench,agents
char__duke,train_ep_004806,duke,agents
char__knight,train_ep_004806,knight,agents
char__leper,train_ep_004807,leper,agents
char__they_are_not_quite_outcast,train_ep_004807,they are not quite outcast,agents
char__figure,train_ep_004808,figure,agents
char__mysterious_owner,train_ep_004808,mysterious owner,agents
char__noble,train_ep_004809,noble,agents
char__townsperson,train_ep_004809,townsperson,agents
char__demon,train_ep_004810,demon,agents
char__worms,train_ep_004810,worms,agents
char__hawk,train_ep_004811,hawk,agents
char__wizard,train_ep_004811,wizard,agents
char__evil_priestess,train_ep_004812,evil priestess,agents
char__peasant,train_ep_004812,peasant,agents
char__archer,train_ep_004813,archer,agents
char__enemy,train_ep_004813,enemy,agents
char__dirt,train_ep_004814,dirt,agents
char__prisoner,train_ep_004814,prisoner,agents
char__peasant,train_ep_004815,peasant,agents
char__rabbit,train_ep_004815,rabbit,agents
char__inhabitant,train_ep_004816,inhabitant,agents
char__scribe_constantly_writing,train_ep_004816,scribe constantly writing,agents
char__guard,train_ep_004817,guard,agents
char__guest,train_ep_004817,guest,agents
char__fish,train_ep_004818,fish,agents
char__otter,train_ep_004818,otter,agents
char__cleaning_maid,train_ep_004819,cleaning maid,agents
char__priest,train_ep_004819,priest,agents
char__high_priestess,train_ep_004820,high priestess,agents
char__worshipper,train_ep_004820,worshipper,agents
char__cockroach,train_ep_004821,cockroach,agents
char__guard,train_ep_004821,guard,agents
char__monk,train_ep_004822,monk,agents
char__priest,train_ep_004822,priest,agents
char__snake,train_ep_004823,snake,agents
char__wealthy_noble,train_ep_004823,wealthy noble,agents
char__fish,train_ep_004824,fish,agents
char__witch,train_ep_004824,witch,agents
char__artists,train_ep_004825,artists,agents
char__member,train_ep_004825,member,agents
char__sailor,train_ep_004826,sailor,agents
char__tax_agent,train_ep_004826,tax agent,agents
char__knight,train_ep_004827,knight,agents
char__pirate,train_ep_004827,pirate,agents
char__caretaker,train_ep_004828,caretaker,agents
char__residents_of_the_cottage,train_ep_004828,residents of the cottage,agents
char__creature,train_ep_004829,creature,agents
char__witch,train_ep_004829,witch,agents
char__castle_guards,train_ep_004830,castle guards,agents
char__worker,train_ep_004830,worker,agents
char__horse,train_ep_004831,horse,agents
char__peasant,train_ep_004831,peasant,agents
char__rat,train_ep_004832,rat,agents
char__student,train_ep_004832,student,agents
char__bird,train_ep_004833,bird,agents
char__stray_cat_sun_bathing,train_ep_004833,stray cat sun-bathing,agents
char__congregant,train_ep_004834,congregant,agents
char__hog,train_ep_004834,hog,agents
char__gravedigger,train_ep_004835,gravedigger,agents
char__loved_ones,train_ep_004835,loved ones,agents
char__horse,train_ep_004836,horse,agents
char__royal_family,train_ep_004836,royal family,agents
char__guest,train_ep_004837,guest,agents
char__inhabitant,train_ep_004837,inhabitant,agents
char__recently_tortured,train_ep_004838,recently tortured,agents
char__soldier,train_ep_004838,soldier,agents
char__handmaid,train_ep_004839,handmaid,agents
char__steward,train_ep_004839,steward,agents
char__many_insects,train_ep_004840,many insects,agents
char__rodent,train_ep_004840,rodent,agents
char__child,train_ep_004841,child,agents
char__peasant,train_ep_004841,peasant,agents
char__guard,train_ep_004842,guard,agents
char__royal_family,train_ep_004842,royal family,agents
char__gravedigger,train_ep_004843,gravedigger,agents
char__large_black_vulture,train_ep_004843,large black vulture,agents
char__bird,train_ep_004844,bird,agents
char__boy,train_ep_004844,boy,agents
char__family_member,train_ep_004845,family member,agents
char__king,train_ep_004845,king,agents
char__debtor,train_ep_004846,debtor,agents
char__prisoner,train_ep_004846,prisoner,agents
char__butler,train_ep_004847,butler,agents
char__straw,train_ep_004847,straw,agents
char__god,train_ep_004848,god,agents
char__knight,train_ep_004848,knight,agents
char__animal,train_ep_004849,animal,agents
char__mouse,train_ep_004849,mouse,agents
char__emperor,train_ep_004850,emperor,agents
char__empress,train_ep_004850,empress,agents
char__pope,train_ep_004851,pope,agents
char__preacher,train_ep_004851,preacher,agents
char__poet_who_recites_his_best_work,train_ep_004852,poet who recites his best work,agents
char__their_family,train_ep_004852,their family,agents
char__lady_of_the_court,train_ep_004853,lady of the court,agents
char__person,train_ep_004853,person,agents
char__horse,train_ep_004854,horse,agents
char__servant,train_ep_004854,servant,agents
char__child,train_ep_004855,child,agents
char__horse_caretaker_trainer,train_ep_004855,horse caretaker trainer,agents
char__knight,train_ep_004856,knight,agents
char__peasant,train_ep_004856,peasant,agents
char__knight,train_ep_004857,knight,agents
char__ox,train_ep_004857,ox,agents
char__ghost,train_ep_004858,ghost,agents
char__rat,train_ep_004858,rat,agents
char__king,train_ep_004859,king,agents
char__servant,train_ep_004859,servant,agents
char__kings,train_ep_004860,kings,agents
char__queen,train_ep_004860,queen,agents
char__dog,train_ep_004861,dog,agents
char__watchmen,train_ep_004861,watchmen,agents
char__archer,train_ep_004862,archer,agents
char__groundskeeper_who_keeps_the_field_clean_and_the_grass_trimmed_for_the_archers_who_train,train_ep_004862,groundskeeper who keeps the field clean and the grass trimmed for the archers who train,agents
