episode_id,location_id,location_name,location_category
train_ep_004339,loc__royal_gardens__e410d0fe,royal gardens,Outside Palace
train_ep_004340,loc__docks__d1b1bb99,docks,Port
train_ep_004341,loc__sacred_temple__0ee6dca9,sacred temple,Inside Church
train_ep_004342,loc__cave__e386df9e,cave,Cave
train_ep_004343,loc__lagoon__664a6ce4,lagoon,Lake
train_ep_004344,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_004345,loc__outside_tower__7dc67c9f,outside tower,Outside Tower
train_ep_004346,loc__jungle__5d991220,jungle,Jungle
train_ep_004347,loc__lake__97d986e2,lake,Lake
train_ep_004348,loc__outside_church__9f23256f,outside church,Outside Church
train_ep_004349,loc__riverbed__acbe6245,riverbed,Forest
train_ep_004350,loc__mud_pit__7a862ed0,mud pit,Jungle
train_ep_004351,loc__military_outpost_at_the_heart_of_the_swamp__0b91dfd0,military outpost at the heart of the swamp,Swamp
train_ep_004352,loc__royal_kitchen__fca4f709,royal kitchen,Inside Palace
train_ep_004353,loc__inside_tower__3d67c0a7,inside tower,Inside Tower
train_ep_004354,loc__abandoned_shack__d3865a64,abandoned shack,Wasteland
train_ep_004355,loc__princess_library__7426d41f,princess' library,Inside Palace
train_ep_004356,loc__yurt__e67b7569,yurt,Desert
train_ep_004357,loc__spice_stall__5ddd9bb4,spice stall,Bazaar
train_ep_004358,loc__treasure_cavern__26b58d7a,treasure cavern,Inside Temple
train_ep_004359,loc__bathroom__67518d64,bathroom,Inside Tower
train_ep_004360,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_004361,loc__main_hall__8f1c5099,main hall,Inside Palace
train_ep_004362,loc__kings_chambers__3b38188f,kings chambers,Inside Palace
train_ep_004363,loc__town_square__4d10acd1,town square,Town
train_ep_004364,loc__living_quarters__26fbc0ca,living quarters,Farm
train_ep_004365,loc__entrance_to_the_pine_trees__857c5da1,entrance to the pine trees,Forest
train_ep_004366,loc__trash_heap__0e440590,trash heap,Wasteland
train_ep_004367,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_004368,loc__large_galleon__0e3d3ca8,large galleon,Port
train_ep_004369,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_004370,loc__dark_cave__b9185199,dark cave,Cave
train_ep_004371,loc__top_side_tower_overlooking_view__8b843a89,top side tower overlooking view,Outside Tower
train_ep_004372,loc__black_smiths_shop__5379f4dc,black smiths shop,Town
train_ep_004373,loc__lakeside_house__e89e18cd,lakeside house,Lake
train_ep_004374,loc__armory__f1c6e216,armory,Inside Castle
train_ep_004375,loc__torture_chamber__11dfca19,torture chamber,Dungeon
train_ep_004376,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_004377,loc__treasure_room__5acf31fd,treasure room,Inside Castle
train_ep_004378,loc__bat_room__c322be72,bat room,Cave
train_ep_004379,loc__barn__5dfcc0aa,barn,Farm
train_ep_004380,loc__throne_room__f4977c99,throne room,Shore
train_ep_004381,loc__choir_room__35978911,choir room,Inside Church
train_ep_004382,loc__jail_room__4ad818b4,jail room,Inside Tower
train_ep_004383,loc__town_theater__8fa3302e,town theater,Town
train_ep_004384,loc__underground_cavern__2714911b,underground cavern,Cave
train_ep_004385,loc__clergyman_s_office__30ca015e,clergyman's office,Inside Temple
train_ep_004386,loc__castle_kitchen__b00392de,castle kitchen,Inside Palace
train_ep_004387,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_004388,loc__gathering_room__2b59ea3f,gathering room,Inside Cottage
train_ep_004389,loc__waterfall__911b1ca4,waterfall,Mountain
train_ep_004390,loc__grand_dancing_hall__7dd99710,grand dancing hall,Inside Palace
train_ep_004391,loc__top_of_a_tall_tree__6c2eb414,top of a tall tree,Jungle
train_ep_004392,loc__murky_water__7482dbbf,murky water,Swamp
train_ep_004393,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_004394,loc__summit__cc8c6287,summit,Mountain
train_ep_004395,loc__secret_oasis__4b7fea6a,secret oasis,Desert
train_ep_004396,loc__scenic_overlook__9ccff5f9,scenic overlook,Trail
train_ep_004397,loc__town__7198cda5,town,Town
train_ep_004398,loc__tombstones_of_the_kings__f98f35ed,tombstones of the kings,Graveyard
train_ep_004399,loc__sanctuary__80452c45,sanctuary,Inside Church
train_ep_004400,loc__rectory__af9459b5,rectory,Inside Church
train_ep_004401,loc__meditation_room__40c0a44e,meditation room,Inside Temple
train_ep_004402,loc__loading_dock__2e35f637,loading dock,Port
train_ep_004403,loc__mountain_peak__924f5a88,mountain peak,Mountain
train_ep_004404,loc__tower_base__11a0e527,tower base,Outside Tower
train_ep_004405,loc__king_s_quarters__b44e1648,king's quarters,Inside Tower
train_ep_004406,loc__oracle_cave__d32dc815,oracle cave,Mountain
train_ep_004407,loc__spiral_staircase__031e4915,spiral staircase,Inside Tower
train_ep_004408,loc__confessional__f24d3972,confessional,Inside Church
train_ep_004409,loc__marketplace__bc5986eb,marketplace,Port
train_ep_004410,loc__beyond_the_wall__adff6e1c,beyond the wall,Outside Castle
train_ep_004411,loc__land_beyond_the_wasteland__0b3b29ad,land beyond the wasteland,Abandoned
train_ep_004412,loc__behind_the_servant_quarters__9413241c,behind the servant quarters,Wasteland
train_ep_004413,loc__inside_the_king_s_castle__afab450e,inside the king's castle,Inside Tower
train_ep_004414,loc__across_the_king_s_garden__82bbf802,across the king's garden,Trail
train_ep_004415,loc__within_the_king_s_mansion__ffdc1072,within the king's mansion,Inside Temple
train_ep_004416,loc__market_center__f92392bc,market center,Tavern
train_ep_004417,loc__chapel__5ee4b863,chapel,Inside Church
train_ep_004418,loc__bar__37b51d19,bar,Tavern
train_ep_004419,loc__battleship__e82a29f3,battleship,Shore
train_ep_004420,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_004421,loc__entrance_to_castle__6ce4a988,entrance to castle,Outside Castle
train_ep_004422,loc__cabin__92faafe2,cabin,Countryside
train_ep_004423,loc__pew__08db7753,pew,Inside Church
train_ep_004424,loc__shop_in_bazaar__bb1b9374,shop in bazaar,Bazaar
train_ep_004425,loc__entrance_to_church__2ba81d25,entrance to church,Outside Church
train_ep_004426,loc__dock__05debdb8,dock,Lake
train_ep_004427,loc__dock_at_the_port__eaf44017,dock at the port,Port
train_ep_004428,loc__witch_s_house__f92034cd,witch's house,Swamp
train_ep_004429,loc__within_the_walls_of_the_city__ccd0198d,within the walls of the city,Inside Tower
train_ep_004430,loc__cottage__144deb32,cottage,Countryside
train_ep_004431,loc__bog__e07cd172,bog,Swamp
train_ep_004432,loc__dining_hall__10c40af2,dining hall,Inside Palace
train_ep_004433,loc__nave__bfe4b52c,nave,Inside Church
train_ep_004434,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_004435,loc__weapon_closet__20098437,weapon closet,Inside Tower
train_ep_004436,loc__princess_chamber__b18da5a3,princess' chamber,Inside Tower
train_ep_004437,loc__inside_church__aab73af9,inside church,Inside Church
train_ep_004438,loc__training_fields__20aac210,training fields,Outside Palace
train_ep_004439,loc__alchemists_lab__d5456245,alchemists lab,Inside Tower
train_ep_004440,loc__nursery__a718a874,nursery,Inside Palace
train_ep_004441,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_004442,loc__kitchen__09228dac,kitchen,Tavern
train_ep_004443,loc__boathouse__f1916d48,boathouse,Swamp
train_ep_004444,loc__nave__bfe4b52c,nave,Inside Church
train_ep_004445,loc__tool_shed__5a0c79ce,tool shed,Outside Cottage
train_ep_004446,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_004447,loc__brush_den__e1300d94,brush den,Forest
train_ep_004448,loc__library__d521f765,library,Inside Castle
train_ep_004449,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_004450,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_004451,loc__troll_s_lair__218cc09b,troll's lair,Cave
train_ep_004452,loc__barracks__2ce29011,barracks,Outside Castle
train_ep_004453,loc__throne_room__f4977c99,throne room,Inside Tower
train_ep_004454,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_004455,loc__ball_room__e26306dc,ball room,Inside Palace
train_ep_004456,loc__along_the_banks_of_a_river_in_the_forest__1893d3d3,along the banks of a river in the forest,Forest
train_ep_004457,loc__king_s_bedroom__03fb30e9,king's bedroom,Inside Palace
train_ep_004458,loc__jewelry_stall__2ec13fd4,jewelry stall,Bazaar
train_ep_004459,loc__winter_gardens__e59bb816,winter gardens,Outside Tower
train_ep_004460,loc__servant_s_quarters__2ab37024,servant's quarters,Inside Palace
train_ep_004461,loc__cursed_grave__7f5aabe1,cursed grave,Graveyard
train_ep_004462,loc__foyer__114ad31a,foyer,Inside Palace
train_ep_004463,loc__guard_shack__0ef62152,guard shack,Outside Tower
train_ep_004464,loc__hall_of_the_goddess__7c0819d4,hall of the goddess,Inside Temple
train_ep_004465,loc__throne__253d405e,throne,Inside Palace
train_ep_004466,loc__old_red_barn__d6b0cfd8,old red barn,Farm
train_ep_004467,loc__cactus_field__ce508a05,cactus field,Desert
train_ep_004468,loc__fishing_pier__fd5d48a9,fishing pier,Shore
train_ep_004469,loc__high_priest_chamber__3d59d244,high priest chamber,Inside Church
train_ep_004470,loc__beside_church_pews__8d83bdb7,beside church pews,Inside Church
train_ep_004471,loc__quicksand_pit__591e521d,quicksand pit,Swamp
train_ep_004472,loc__sacrifice_chamber__8aaf85ac,sacrifice chamber,Inside Temple
train_ep_004473,loc__mushroom_hut__8bb7cd75,mushroom hut,Outside Cottage
train_ep_004474,loc__pirate_ship__a3eb0b34,pirate ship,Port
train_ep_004475,loc__beside_tower_entrance__4289dcc4,beside tower entrance,Inside Tower
train_ep_004476,loc__palace_throne__edc54e5f,palace throne,Inside Palace
train_ep_004477,loc__inside_cottage_kitchen__5eaa1ce9,inside cottage kitchen,Inside Cottage
train_ep_004478,loc__palace_kitchen__4dee9bb6,palace kitchen,Inside Palace
train_ep_004479,loc__hillside_manor__b1ec6b5a,hillside manor,Countryside
train_ep_004480,loc__pig_pen__cd6444b3,pig pen,Countryside
train_ep_004481,loc__beside_temple_entrance__b712f707,beside temple entrance,Outside Temple
train_ep_004482,loc__tower_dungeon__3b953217,tower dungeon,Inside Tower
train_ep_004483,loc__beside_church_entrance__2206aedf,beside church entrance,Outside Church
train_ep_004484,loc__castle_armory__c05c8115,castle armory,Inside Castle
train_ep_004485,loc__palace_ballroom__e83afcc3,palace ballroom,Inside Palace
train_ep_004486,loc__church_altar__b46bba3c,church altar,Inside Church
train_ep_004487,loc__tower_sewers__135799e5,tower sewers,Inside Tower
train_ep_004488,loc__towering_mesa__148ef02b,towering mesa,Desert
train_ep_004489,loc__inside_temple_crypt__eb261a98,inside temple crypt,Inside Temple
train_ep_004490,loc__small_hut__78dbc695,small hut,Jungle
train_ep_004491,loc__gold_mine__23a64f00,gold mine,Abandoned
train_ep_004492,loc__stable__f40faf63,stable,Outside Castle
train_ep_004493,loc__room_at_the_top_of_the_tower__bebc68b6,room at the top of the tower,Inside Castle
train_ep_004494,loc__lonely_island__941f1782,lonely island,Abandoned
train_ep_004495,loc__public_execution_stand__ec1c97f7,public execution stand,Bazaar
train_ep_004496,loc__sitting_room__152ab82c,sitting room,Inside Cottage
train_ep_004497,loc__prison_room__075cec3e,prison room,Inside Tower
train_ep_004498,loc__fountain__79de7a61,fountain,Graveyard
train_ep_004499,loc__oasis__335ffbcf,oasis,Desert
train_ep_004500,loc__beach_house__64bd4f8d,beach house,Shore
train_ep_004501,loc__farmer_hill__b21f8161,farmer hill,Outside Cottage
train_ep_004502,loc__stained_glass_room__fe4963f3,stained glass room,Inside Church
train_ep_004503,loc__mars_desert__d8c9aa45,mars desert,Desert
train_ep_004504,loc__clearing__5832a4d8,clearing,Forest
train_ep_004505,loc__hall_of_echoes__55050f7d,hall of echoes,Inside Temple
train_ep_004506,loc__bathing_room__e8175c31,bathing room,Inside Temple
train_ep_004507,loc__mysterious_shop__454073ca,mysterious shop,Bazaar
train_ep_004508,loc__show_room_inside_the_castle__f6ac41dd,show room inside the castle,Inside Castle
train_ep_004509,loc__inside_church_back_row__5cc901b4,inside church back row,Inside Church
train_ep_004510,loc__town_of_anoria__bfbab07a,town of anoria,Town
train_ep_004511,loc__tavern_of_browntavia__0bc98c5d,tavern of browntavia,Tavern
train_ep_004512,loc__enchanted_light_house__0bd68be0,enchanted light house,Shore
train_ep_004513,loc__murder_hole__da3df777,murder hole,Inside Tower
train_ep_004514,loc__dining_hall__10c40af2,dining hall,Inside Tower
train_ep_004515,loc__dungeon__e0dc3209,dungeon,Inside Temple
train_ep_004516,loc__garden__e2704f30,garden,Outside Cottage
train_ep_004517,loc__personal_quarters__5bdf1559,personal quarters,Inside Palace
train_ep_004518,loc__bank__bd5af1f6,bank,Swamp
train_ep_004519,loc__library__d521f765,library,Inside Castle
train_ep_004520,loc__main_entrance__68f3df62,main entrance,Outside Temple
train_ep_004521,loc__study_room__5698bd87,study room,Inside Church
train_ep_004522,loc__storage_room__ab9f0184,storage room,Dungeon
train_ep_004523,loc__ruined_house__b253dd25,ruined house,Abandoned
train_ep_004524,loc__reception_area__9f5fd34c,reception area,Graveyard
train_ep_004525,loc__garden__e2704f30,garden,Outside Palace
train_ep_004526,loc__weapon_room__a7162ba9,weapon room,Inside Temple
train_ep_004527,loc__entrance__2a20afe0,entrance,Cave
train_ep_004528,loc__armory__f1c6e216,armory,Inside Castle
train_ep_004529,loc__stable__f40faf63,stable,Farm
train_ep_004530,loc__storage_room__ab9f0184,storage room,Tavern
train_ep_004531,loc__clearing__5832a4d8,clearing,Jungle
train_ep_004532,loc__nave__bfe4b52c,nave,Inside Church
train_ep_004533,loc__stable__f40faf63,stable,Outside Palace
train_ep_004534,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_004535,loc__main_hallway__840c1503,main hallway,Inside Palace
train_ep_004536,loc__hidden_passageway__d7cdebb5,hidden passageway,Inside Temple
train_ep_004537,loc__grand_ballroom__52b4001e,grand ballroom,Inside Castle
train_ep_004538,loc__old_crypt__9f170f50,old crypt,Graveyard
train_ep_004539,loc__castle_kitchen__b00392de,castle kitchen,Inside Castle
train_ep_004540,loc__weathered_shack__8c23b906,weathered shack,Abandoned
train_ep_004541,loc__debtor_s_prison__ea99977f,debtor's prison,Inside Tower
train_ep_004542,loc__temple_entrance__71ae50b0,temple entrance,Outside Temple
train_ep_004543,loc__staircase__7dbf02f9,staircase,Inside Tower
train_ep_004544,loc__popes_dormitory__ddb11751,popes dormitory,Inside Church
train_ep_004545,loc__grand_dining_room__8cb359cc,grand dining room,Inside Palace
train_ep_004546,loc__brim_canal__7a498e16,brim canal,Lake
train_ep_004547,loc__maidens_cottage__ce8fe6f9,maidens cottage,Countryside
train_ep_004548,loc__horse_s_stables__0cd4df4c,horse's stables,Outside Cottage
train_ep_004549,loc__horse_field__eeae819a,horse field,Countryside
train_ep_004550,loc__prisoner_s_cell__bf78e6a1,prisoner's cell,Dungeon
train_ep_004551,loc__artillery_room__9af01c49,artillery room,Inside Tower
train_ep_004552,loc__queen_s_quarters__22b70e95,queen's quarters,Inside Palace
train_ep_004553,loc__cemetery__dccbebc2,cemetery,Wasteland
train_ep_004554,loc__archery_zone__fdb7c330,archery zone,Outside Castle
train_ep_004555,loc__knight_s_hunting_ground__09b79c95,knight's hunting ground,Trail
train_ep_004556,loc__king_s_chambers__e3e597fe,king's chambers,Inside Palace
train_ep_004557,loc__master_bedroom__ee30383a,master bedroom,Inside Castle
train_ep_004558,loc__outpost__9e81fdfb,outpost,Mountain
train_ep_004559,loc__ritual_room__4574deb8,ritual room,Inside Temple
train_ep_004560,loc__front_of_the_cottage__908b24e7,front of the cottage,Outside Cottage
train_ep_004561,loc__village_at_the_base_of_the_mountain__47dbe2ea,village at the base of the mountain,Mountain
train_ep_004562,loc__armory__f1c6e216,armory,Inside Tower
train_ep_004563,loc__bandit_lair__90d428ee,bandit lair,Cave
train_ep_004564,loc__ruin_of_a_house__62eef8f7,ruin of a house,Wasteland
train_ep_004565,loc__tent__7b65dcf0,tent,Desert
train_ep_004566,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_004567,loc__boat_house__62b9e6c4,boat house,Port
train_ep_004568,loc__kings_bedroom__64489025,kings bedroom,Inside Castle
train_ep_004569,loc__stream__f7b44cfa,stream,Forest
train_ep_004570,loc__forest__f379cfd7,forest,Countryside
train_ep_004571,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_004572,loc__small_town_located_in_the_hills__d4698af1,small town located in the hills,Town
train_ep_004573,loc__kings_bed_room__b1f6b2b3,kings bed room,Inside Castle
train_ep_004574,loc__front_row__ec5571ef,front row,Inside Church
train_ep_004575,loc__town_in_the_desert__fff2a6b4,town in the desert,Wasteland
train_ep_004576,loc__primary_cave__755e8817,primary cave,Cave
train_ep_004577,loc__ferry_terminal__e6bf99dd,ferry terminal,Port
train_ep_004578,loc__bed_chambers__67892844,bed chambers,Inside Palace
train_ep_004579,loc__modest_living_area__fe2770f1,modest living area,Inside Cottage
train_ep_004580,loc__temple_foyer__c0b5e90a,temple foyer,Inside Temple
train_ep_004581,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_004582,loc__northern_shore__e8588ae1,northern shore,Lake
train_ep_004583,loc__old_gnaisha_s__d05194f9,old gnaisha's,Bazaar
train_ep_004584,loc__great_armory__8a3248e6,great armory,Inside Castle
train_ep_004585,loc__paladins_memorial_chapel__3b8a3ef4,paladins' memorial chapel,Inside Church
train_ep_004586,loc__shrine_of_sretniy__c5cdca48,shrine of sretniy,Inside Temple
train_ep_004588,loc__desert_land__d9285c9c,desert land,Desert
train_ep_004589,loc__horse_stables__3ab0f4c8,horse stables,Outside Castle
train_ep_004590,loc__tower_kitchen__9b8a3da9,tower kitchen,Inside Tower
train_ep_004591,loc__launching_point__8c178e87,launching point,Lake
train_ep_004592,loc__abandoned_workers_shed__0002433d,abandoned workers shed,Graveyard
train_ep_004593,loc__chicken_pen__1c50c5ac,chicken pen,Countryside
train_ep_004594,loc__stable_hand_s_quarters__74578d25,stable hand's quarters,Outside Castle
train_ep_004595,loc__middle_of_the_bazaar__54f18754,middle of the bazaar,Bazaar
train_ep_004596,loc__corn_field__018a2ccf,corn field,Farm
train_ep_004597,loc__main_house__39d59a9f,main house,Farm
train_ep_004598,loc__sacristy__3f4aff85,sacristy,Inside Church
train_ep_004599,loc__old_queen_farm__057da97d,old queen farm,Wasteland
train_ep_004600,loc__fish_market__4e56b4a3,fish market,Port
train_ep_004601,loc__castle_exit__5b525e0e,castle exit,Inside Castle
train_ep_004602,loc__cavern_dwelling__44fe0d79,cavern dwelling,Desert
train_ep_004603,loc__reagent_room__559ae958,reagent room,Outside Tower
train_ep_004604,loc__washroom__050b06a4,washroom,Inside Castle
train_ep_004605,loc__fishing_dock__fbf73e36,fishing dock,Lake
train_ep_004606,loc__balcony__d85f7317,balcony,Inside Palace
train_ep_004607,loc__sheriff_office__d4dae028,sheriff office,Farm
train_ep_004608,loc__apothecary__e264c143,apothecary,Town
train_ep_004609,loc__flower_field__f936e92b,flower field,Countryside
train_ep_004610,loc__large_cliffs__f86c4fa5,large cliffs,Shore
train_ep_004611,loc__port_skyline__0254ced0,port skyline,Port
train_ep_004612,loc__main_prayer_room__ec7e9b7f,main prayer room,Inside Temple
train_ep_004613,loc__haunted_orchard__7434c930,haunted orchard,Farm
train_ep_004614,loc__chamber_entrance__0228ee72,chamber entrance,Inside Church
train_ep_004615,loc__main_castle_doors__e1f39f3b,main castle doors,Outside Palace
train_ep_004616,loc__church_garden__56a741fe,church garden,Outside Church
train_ep_004617,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_004618,loc__mess_hall__df491ab7,mess hall,Inside Temple
train_ep_004619,loc__dead_tree__ae78e2fc,dead tree,Graveyard
train_ep_004620,loc__gallery__2767cc3e,gallery,Cave
train_ep_004621,loc__crew_berthing__255a7e79,crew berthing,Port
train_ep_004622,loc__landing_in_the_foyer__0712bd55,landing in the foyer,Inside Palace
train_ep_004623,loc__wharf__ef602779,wharf,Port
train_ep_004624,loc__valley_of_doom__2f415a0f,valley of doom,Countryside
train_ep_004625,loc__woodlands__f4b4342e,woodlands,Forest
train_ep_004626,loc__drinking_water_lake__072d7988,drinking water lake,Lake
train_ep_004627,loc__quay__a4499c24,quay,Port
train_ep_004628,loc__warehouses__54495979,warehouses,Port
train_ep_004629,loc__bottlery__3ad26146,bottlery,Inside Castle
train_ep_004630,loc__fitting_room__c555a43b,fitting room,Bazaar
train_ep_004631,loc__arrow_house__9d554350,arrow house,Outside Castle
train_ep_004632,loc__cold_storage_room__726f76a2,cold storage room,Outside Cottage
train_ep_004633,loc__forest_entrance__4bcda148,forest entrance,Forest
train_ep_004634,loc__fishing_store__b061f606,fishing store,Port
train_ep_004635,loc__slave_quarters__8a6d9f60,slave quarters,Inside Tower
train_ep_004636,loc__dunes__8a48dcda,dunes,Desert
train_ep_004637,loc__royal_bathroom__f7f11309,royal bathroom,Inside Castle
train_ep_004638,loc__stilt_home__612941a3,stilt home,Farm
train_ep_004639,loc__forbidden_forest__b96ae0b4,forbidden forest,Forest
train_ep_004640,loc__underground_river__dde09e89,underground river,Cave
train_ep_004641,loc__temple_main_room__cc3e74e5,temple main room,Outside Temple
train_ep_004642,loc__arch_hall__0fcc7e9c,arch hall,Inside Castle
train_ep_004643,loc__back_of_the_stall__4b715f67,back of the stall,Bazaar
train_ep_004644,loc__woods__b7bfb949,woods,Forest
train_ep_004645,loc__countryside__9cff47d1,countryside,Countryside
train_ep_004646,loc__saokra_s_blacksmith_shop__e5c9291c,saokra's blacksmith shop,Town
train_ep_004647,loc__prisoners_cells__61cb1ba6,prisoners cells,Dungeon
train_ep_004648,loc__mesa_peak__ec3e4014,mesa peak,Mountain
train_ep_004649,loc__temple_chamber__417585e8,temple chamber,Inside Temple
train_ep_004650,loc__main_foyer__ed99a45c,main foyer,Inside Castle
train_ep_004651,loc__winding_staircase__ec3107f8,winding staircase,Outside Tower
train_ep_004652,loc__town_center__f942e8bf,town center,Town
train_ep_004653,loc__hidden_revolutionaries_headquarters__536080d4,hidden revolutionaries' headquarters,Inside Palace
train_ep_004654,loc__south_forest__a051e03c,south forest,Forest
train_ep_004655,loc__garden__e2704f30,garden,Outside Palace
train_ep_004656,loc__horse_tent__858443dc,horse tent,Farm
train_ep_004657,loc__hay_field__0bbfde04,hay field,Outside Cottage
train_ep_004658,loc__castle_front__1f50ceb7,castle front,Inside Palace
train_ep_004659,loc__guards_quarters__94702054,guards quarters,Inside Tower
train_ep_004660,loc__general_store__53a8fbb0,general store,Town
train_ep_004661,loc__palace_garden__46ae3845,palace garden,Outside Palace
train_ep_004662,loc__beside_the_town_church__0b0b1726,beside the town church,Outside Church
train_ep_004663,loc__main_gate__d66ce966,main gate,Countryside
train_ep_004664,loc__bazaar_outside_the_royal_city__3f48a35a,bazaar outside the royal city,Bazaar
train_ep_004665,loc__throne_room__f4977c99,throne room,Inside Palace
train_ep_004666,loc__gold_room__42a3e93d,gold room,Inside Tower
train_ep_004667,loc__supply_store__9776432b,supply store,Port
train_ep_004668,loc__outside_of_the_temple_offices__dd9f1ee7,outside of the temple offices,Outside Temple
train_ep_004669,loc__cactus_field_entrance__cba07803,cactus field entrance,Desert
train_ep_004670,loc__temple_chamber__417585e8,temple chamber,Inside Temple
train_ep_004671,loc__disposal_area__72d310fd,disposal area,Inside Castle
train_ep_004672,loc__town_center__f942e8bf,town center,Town
train_ep_004673,loc__village_of_tamerak__7e6c027e,village of tamerak,Port
train_ep_004674,loc__castle_kitchen__b00392de,castle kitchen,Inside Castle
train_ep_004675,loc__personal_rooms__f7ec06d2,personal rooms,Inside Palace
train_ep_004676,loc__mansion_entrance__5c32e57d,mansion entrance,Inside Cottage
train_ep_004677,loc__curved_hallway__638b964b,curved hallway,Inside Tower
train_ep_004678,loc__city_of_elders__fa058cbe,city of elders,Town
train_ep_004679,loc__hidden_garden__f2140155,hidden garden,Outside Palace
train_ep_004680,loc__ghost_trail__7855adca,ghost trail,Trail
train_ep_004681,loc__spring_bath__6aa6bed3,spring bath,Outside Temple
train_ep_004682,loc__brimswood_pub__2b57d3a7,brimswood pub,Tavern
train_ep_004683,loc__main_chapel__05b43d90,main chapel,Inside Church
train_ep_004684,loc__lavoratory__9cb21908,lavoratory,Inside Castle
train_ep_004685,loc__nearby_road__b720e559,nearby road,Countryside
train_ep_004686,loc__tub__271721b2,tub,Inside Tower
train_ep_004687,loc__arsenal__1c5442c0,arsenal,Inside Tower
train_ep_004688,loc__torture_equipment_storage_room__8c501a45,torture equipment storage room,Dungeon
train_ep_004689,loc__farmer_s_house__742677bc,farmer's house,Farm
train_ep_004690,loc__town_courtroom__ffe576a1,town courtroom,Town
train_ep_004691,loc__castle_foothills__40ba7cae,castle foothills,Outside Tower
train_ep_004692,loc__tower_spire__a8295baa,tower spire,Inside Tower
train_ep_004693,loc__saloon__453c44d3,saloon,Tavern
train_ep_004694,loc__basement__48719d32,basement,Inside Castle
train_ep_004695,loc__trail_exit__e1ead7cf,trail exit,Trail
train_ep_004696,loc__bazaar__8c5c7284,bazaar,Bazaar
train_ep_004697,loc__along_the_pews__731918a2,along the pews,Inside Church
train_ep_004698,loc__gate_to_street__63c54887,gate to street,Outside Church
train_ep_004699,loc__temple_hallway__fc747e35,temple hallway,Inside Temple
train_ep_004700,loc__chicken_coop__6afcba65,chicken coop,Farm
train_ep_004701,loc__pier_walkway__6cc5e473,pier walkway,Shore
train_ep_004702,loc__table_area__8fcbc5c5,table area,Tavern
train_ep_004703,loc__attic__0535c94e,attic,Inside Church
train_ep_004704,loc__hidden_passage__6bec6a12,hidden passage,Inside Church
train_ep_004705,loc__courtyard_exterior__9602be9c,courtyard exterior,Outside Palace
train_ep_004706,loc__old_docks__ed431416,old docks,Shore
train_ep_004707,loc__room_hidden_in_the_dense_canopy__eb412c40,room hidden in the dense canopy,Forest
train_ep_004708,loc__small_clearing__18adfedc,small clearing,Mountain
train_ep_004709,loc__weapons_storage_room__e2250d82,weapons storage room,Outside Castle
train_ep_004710,loc__kitchens__dfd09a86,kitchens,Inside Castle
train_ep_004711,loc__battlements__65ce509a,battlements,Outside Castle
train_ep_004712,loc__blacksmith__c2428781,blacksmith,Bazaar
train_ep_004713,loc__sewer_entrance__f153eab9,sewer entrance,Inside Tower
train_ep_004714,loc__castle_courtyard_bazaar__f18a3852,castle courtyard bazaar,Bazaar
train_ep_004715,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_004716,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_004717,loc__privy_room__3e3bfa73,privy room,Inside Castle
train_ep_004718,loc__unexplored_jungle__ff39ded3,unexplored jungle,Jungle
train_ep_004719,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_004720,loc__haunted_swamp__8ecea208,haunted swamp,Swamp
train_ep_004721,loc__forsaken_castle__e4d7c5af,forsaken castle,Abandoned
train_ep_004722,loc__great_hall__91ce0dd0,great hall,Inside Tower
train_ep_004723,loc__abandoned_mine__75691f18,abandoned mine,Mountain
train_ep_004724,loc__unfinished_mausoleum__d8f26138,unfinished mausoleum,Graveyard
train_ep_004725,loc__fishmonger_s_stall__b989772f,fishmonger's stall,Port
train_ep_004726,loc__beach__7193529a,beach,Shore
train_ep_004727,loc__abandoned_mine__75691f18,abandoned mine,Abandoned
train_ep_004728,loc__dungeon__e0dc3209,dungeon,Inside Palace
train_ep_004729,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_004730,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_004731,loc__cemetery__dccbebc2,cemetery,Graveyard
