crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,corpRegMrktDcd,corpRegMrktDcdNm,corpDcd,corpDcdNm,bzno,enpOzpno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpFxno,sicNm,enpEstbDt,enpStacMm,enpXchgLstgDt,enpXchgLstgAbolDt,enpKosdaqLstgDt,enpKosdaqLstgAbolDt,enpKrxLstgDt,enpKrxLstgAbolDt,smenpYn,enpMntrBnkNm,enpEmpeCnt,empeAvgCnwkTermCtt,enpPn1AvgSlryAmt,actnAudpnNm,audtRptOpnnCtt,enpMainBizNm,fssCorpUnqNo,fssCorpChgDtm,fstOpegDt,lastOpegDt
1101110371122,지멘스메디칼시스템(주),Siemens Medical System Ltd.,지멘스메디칼시스템,오운석,E,기타,,,1148170202,137040,서울특별시 서초구 반포동 48-1 반도빌딩 3층,,,3480-0400,594-7725,,19840401,09,,,,,,,,,0,,0,,,,00105925,2017/06/30,20230704,20260914
1101110371122,지멘스메디칼시스템(주),Siemens Medical System Ltd.,지멘스메디칼시스템,오운석,E,기타,,,1148170202,137040,서울특별시 서초구 반포동 48-1 반도빌딩 3층,서울특별시 서초구 반포동 48-1 반도빌딩 3층,,3480-0400,594-7725,,19840401,09,,,,,,,,,0,,0,,,,00105925,2017/06/30,20260101,20260101
1101110371122,지멘스메디칼시스템(주),Siemens Medical System Ltd.,지멘스메디칼시스템,오운석,E,기타,,,,137040,서울특별시 서초구 반포동 48-1 반도빌딩 3층,,,3480-0400,594-7725,,19840401,09,,,,,,,,,0,,0,,,,00105925,2017/06/30,20200509,20230703
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6485,13.6,83239000,한영회계법인,적정의견,,00159218,2026/03/03,20260323,20260914
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6579,13.8,84312000,한영회계법인,적정의견,,00159218,2026/03/03,20250319,20260322
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,전라남도 나주시 문화로 211 -,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6579,13.8,84312000,한영회계법인,적정의견,,00159218,2023/02/07,20260101,20260101
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6579,13.8,84312000,,,,00159218,2023/02/07,20250318,20251007
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6560,13.9,80004000,한영회계법인,적정의견,,00159218,2023/02/07,20240321,20250317
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6560,13.9,80004000,,,,00159218,2023/02/07,20240320,20240320
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6576,13.8,79096000,한영회계법인,예외사항없음,,00159218,2023/02/07,20230320,20240319
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6686,13.6,79659000,한영회계법인,적정의견,,00159218,2023/02/07,20220321,20230319
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김홍연,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6578,14.1,76117000,한영회계법인,적정의견,,00159218,2022/02/25,20210628,20220320
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김범년,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6578,14.1,76117000,한영회계법인,적정의견,,00159218,2021/02/22,20210319,20210627
1101110371148,한전KPS(주),"KEPCO Plant Service & Engineering Co., Ltd",한전KPS,김범년,P,유가,,,2038158100,58217,전라남도 나주시 문화로 211 -,,www.kps.co.kr,061-345-2000,031-710-4028,,19840327,12,07/12/14,,,,,,,,6624,14.1,72227000,삼정회계법인,적정의견,,00159218,2021/02/22,20200509,20210318
1101110371172,주식회사 스타맥스,"STARMAX Co., Ltd",스타맥스,"김민기, 요코하마토요유끼",E,기타,,,1208155472,135798,서울특별시 강남구 삼성동 159-1 아셈타워 23층,,www.STARMAX21.co.kr,02-6005-2011,02-6005-2007,,19840327,12,,,,,,,,,0,,0,,,,00135290,2017/06/30,20200509,20260914
1101110371172,주식회사 스타맥스,"STARMAX Co., Ltd",스타맥스,"김민기, 요코하마토요유끼",E,기타,,,1208155472,135798,서울특별시 강남구 삼성동 159-1 아셈타워 23층,서울특별시 강남구 삼성동 159-1 아셈타워 23층,www.STARMAX21.co.kr,02-6005-2011,02-6005-2007,,19840327,12,,,,,,,,,0,,0,,,,00135290,2017/06/30,20260101,20260101
1101110371221,세종화재해상자동차손해사정(주),"Sejong Claims Adjusting & Surveying Co,. Ltd.",세종화재해상자동차손해사정,강성열,E,기타,,,1028133219,03173,"서울특별시 종로구 세종대로23길 54 (당주동, 세종빌딩, 9층",,,02-739-3734,02-736-7015,,19840918,12,,,,,,,,,0,,0,,,,01448863,2022/02/25,20200509,20260914
1101110371221,세종화재해상자동차손해사정(주),"Sejong Claims Adjusting & Surveying Co,. Ltd.",세종화재해상자동차손해사정,강성열,E,기타,,,1028133219,03173,"서울특별시 종로구 세종대로23길 54 (당주동, 세종빌딩, 9층","서울특별시 종로구 세종대로23길 54 (당주동, 세종빌딩, 9층",,02-739-3734,02-736-7015,,19840918,12,,,,,,,,,0,,0,,,,01448863,2022/02/25,20260101,20260101
1101110371247,삼영식품원료공업(주),"SAMYOUNG FOOD MATERIALS INDUSTRY CO.,LTD",,최진국,,,,,1368102835,10015,경기 김포시 통진읍 동을산리,443-18,,82-02-2681-5706,02-2682-1705,,19840328,,,,,,,,,,15,,0,,,,,,20200517,20200517
1101110371263,한샘출판(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,정재헌,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5316,13.7,163000000,삼정회계법인,적정의견,,00159023,2026/03/27,20260327,20260914
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5316,13.7,163000000,삼정회계법인,적정의견,,00159023,2023/02/17,20260319,20260326
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5316,13.7,163000000,,,,00159023,2023/02/17,20260318,20260318
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5493,13.7,161000000,한영회계법인,적정의견,,00159023,2023/02/17,20250320,20260317
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),서울특별시 중구  을지로 65 (을자로2가),www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5493,13.7,161000000,한영회계법인,적정의견,,00159023,2023/02/17,20260101,20260101
1101110371346,에스케이텔레콤(주),"SK TELECOM CO., LTD",,유영상,,,,,1048137225,04539,서울 중구 을지로2가,SK텔레콤빌딩,,82-02-6110-2114,02-6110-7950,무선 및 위성 통신업,19840420,,,,,,,,,,4506,,0,,,,,,20251008,20251014
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5493,13.7,161000000,,,,00159023,2023/02/17,20250317,20250319
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5579,13.6,152000000,한영회계법인,적정의견,,00159023,2023/02/17,20240321,20250316
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5579,13.6,152000000,,,,00159023,2023/02/17,20240318,20240320
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5413,13.1,145000000,한영회계법인,적정의견,,00159023,2023/02/17,20230320,20240317
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5339,12.6,162000000,삼정회계법인,적정의견,,00159023,2023/02/17,20220316,20230319
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,유영상,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5352,12,121000000,삼정회계법인,적정의견,,00159023,2022/01/19,20211102,20220315
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,박정호,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5352,12,121000000,삼정회계법인,적정의견,,00159023,2021/01/11,20210317,20211101
1101110371346,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,박정호,P,유가,,,1048137225,04539,서울특별시 중구  을지로 65 (을자로2가),,www.sktelecom.com,02-6100-2114,02-6100-7948,,19840420,12,89/11/07,,,,,,,,5425,11.6,116000000,삼정회계법인,적정의견,,00159023,2021/01/11,20200509,20210316
1101110371362,대동공영(주),DAEDONG URETHANE,,함철수,,,,,1208114511,06174,서울 강남구 대치동,대치동    1000번지    가람빌딩,,82-02-552-8301,02-555-9109,,19840329,,,,,,,,,,11,,0,,,,,,20200517,20200517
1101110371411,주식회사 소다,SODA.INC,소다,박근식,E,기타,,,2118121185,06712,"서울특별시 서초구 효령로46길 97 (서초동, (주)소다)",,www.soda.co.kr,02-3471-4500,02-3472-2992,,19840430,12,,,,,,,,,0,,0,,,,00228767,2022/02/25,20200509,20260914
1101110371411,주식회사 소다,SODA.INC,소다,박근식,E,기타,,,2118121185,06712,"서울특별시 서초구 효령로46길 97 (서초동, (주)소다)","서울특별시 서초구 효령로46길 97 (서초동, (주)소다)",www.soda.co.kr,02-3471-4500,02-3472-2992,,19840430,12,,,,,,,,,0,,0,,,,00228767,2022/02/25,20260101,20260101
1101110371411,(주)소다,SODA INC.,,박현욱,,,,,2118121185,12791,경기도 광주시 청석로 288-10,DFD디자인센터 2층,,82-031-8027-5804,031-8027-5891,구두류 제조업,19891026,,,,,,,,,,150,,0,,,,,,20251008,20251014
1101110371445,덕신산업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110371445,덕신산업(주),,,,,,,,,,,,,000005465400,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110371528,투모로무역(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110371544,명성조경,,,남궁은,,,31,주식회사,2208103105,06231,서울 강남구 도곡로27길,"5, 3층 (역삼동)",www.myungsunglandscape.com,02  554 5215,02  566 9275,,19830525,,,,,,,,Y,,3,,0,,,,,,20200517,20250828
1101110371544,(주)명성조경,,,남궁은,,,,,2208103105,06231,서울 강남구 역삼동,788-27  3층,,82-02-554-5215,,,19830929,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110371619,동화프라임주식회사,"DONGHWA INSTRUMENT CO., LTD.",동화프라임,박  해  덕,E,기타,,,1368100254,415850,경기도 김포시 김포군 대곶면 대능리 126-10,,WWW.DHPRIM.COM,031) 982-3456,031) 982-5654,,19880629,12,,,,,,,,,0,,0,,,,00119052,2022/02/09,20200509,20260914
1101110371619,동화프라임주식회사,"DONGHWA INSTRUMENT CO., LTD.",동화프라임,박  해  덕,E,기타,,,1368100254,415850,경기도 김포시 김포군 대곶면 대능리 126-10,경기도 김포시 김포군 대곶면 대능리 126-10,WWW.DHPRIM.COM,031) 982-3456,031) 982-5654,,19880629,12,,,,,,,,,0,,0,,,,00119052,2022/02/09,20260101,20260101
1101110371627,(주)델타기업,YOON YONG KOO,,윤명덕,,,,,2188101685,04792,서울 성동구 성수2가3동,299-234  2층,,82-02-466-8720,02-464-6999,,19930312,,,,,,,,,,5,,0,,,,,,20200517,20200517
1101110371643,(주)한일엔지니어,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110371643,(주)한일엔지니어,,,,,,,,,,,,,025653111,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110371651,주－세븐스일라,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110371669,(주)자동차생활,"CARLIFE CO.,LTD",,김택우,,,,,1168108854,07563,서울특별시 강서구 공항대로 525,"14층 1411호(등촌동, 비원오피스텔)",,82-02-780-7511,02-780-2479,,19840403,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110371693,동암실업,,,주성찬,,,31,주식회사,1208111741,14067,경기도 안양시 동안구 시민대로 260,"601호(관양동, 안양금융센터에이에프씨)",,031 501 6141,031 501 3443,,19840403,,,,,,,,Y,,6,,0,,,,,,20250630,20260914
1101110371693,동암실업,,,주성찬,,,31,주식회사,1208111741,14067,경기도 안양시 동안구 시민대로 260,"601호(관양동, 안양금융센터에이에프씨)",www.damfood.com,031 501 6141,031 501 3443,,19840403,,,,,,,,Y,,6,,0,,,,,,20241031,20250629
1101110371693,동암실업,,,주성찬,,,31,주식회사,1208111741,14067,경기도 안양시 동안구 시민대로 260,"601호(관양동, 안양금융센터에이에프씨)",www.damfood.com,031 501 6141,031 501 3443,,19840403,,,,,,,,Y,,7,,0,,,,,,20200517,20210331
1101110371693,동암실업(주),DONG AM CORP.,,주성찬,,,,,1208111741,14067,경기도 안양시 동안구 시민대로 260,"601호 (관양동, 안양금융센터)",,82-031-501-6141,031-501-3443,,19840403,,,,,,,,,,10,,0,,,,,,20200517,20200517
1101110371734,범세검정(주),,,김종수,,,,,2028147459,04521,서울 중구 무교동,7,,82-061-666-2227,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110371776,국진개발(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110371817,선문통상 주식회사,SUNMOON CORP,선문통상,문희록,E,기타,,,1048115217,100161,서울특별시 중구 봉래동1가 48-3,,,02-752-2417,02-753-6765,,19830401,12,,,,,,,,,0,,0,,,,00216586,2017/06/30,20200509,20260914
1101110371817,선문통상 주식회사,SUNMOON CORP,선문통상,문희록,E,기타,,,1048115217,100161,서울특별시 중구 봉래동1가 48-3,서울특별시 중구 봉래동1가 48-3,,02-752-2417,02-753-6765,,19830401,12,,,,,,,,,0,,0,,,,00216586,2017/06/30,20260101,20260101
1101110371879,동주로얄(주),"DONG JU ROYAL CO.,LTD.",,김관일,,,,,1128133934,08805,서울 관악구 남현동,1057-22번지 태림빌딩6층,,82-02-875-1242,02-875-1247,,19840406,,,,,,,,,,6,,0,,,,,,20200517,20200517
1101110371966,군자실업(주),GUNJA INDUSTRIAL CO LTD,,김석헌,,,,,1298115098,13516,경기 성남시 분당구야탑동,151라-905,,82-031-707-0091,031-707-0095,,19840501,,,,,,,,,,6,,0,,,,,,20200517,20200517
1101110371982,왕도개발(주),,,,,,,,,,서울특별시 서초구,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110371982,왕도개발(주),,,,,,,,,,서울특별시 서초구,,,25713041,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110372005,주식회사 아이리스컴퍼니,"IRISCOMPANY CO.,LTD",아이리스컴퍼니,최형기,E,기타,,,2138133028,135961,서울특별시 강남구 포이동 167-7,,,02-507-2420,02-507-2422,,19840409,12,,,,,,,,,0,,0,,,,00615194,2017/06/30,20200509,20260914
1101110372005,주식회사 아이리스컴퍼니,"IRISCOMPANY CO.,LTD",아이리스컴퍼니,최형기,E,기타,,,2138133028,135961,서울특별시 강남구 포이동 167-7,서울특별시 강남구 포이동 167-7,,02-507-2420,02-507-2422,,19840409,12,,,,,,,,,0,,0,,,,00615194,2017/06/30,20260101,20260101
1101110372039,(주)에어웨이코리아,AIRWAYKOREA,,정목영,,,,,2118125968,05637,서울 송파구 방이동,191-12  한마을빌딩202,,82-02-425-7185,02-425-7190,,19850219,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110372071,(주)대인농산,DAEIN AGRICULTURE PRODUCTS CO.LTD,,노봉환,,,,,1398117680,21576,인천 남동구 구월동,1446,,82-032-435-1112,032-439-8659,,19931115,,,,,,,,,,20,,0,,,,,,20200517,20200517
1101110372112,(주) 두하,DOOHACO.LTD,두하,"안희철,안덕기",E,기타,,,2028139755,21690,인천광역시 남동구 남동대로 140 (고잔동),,REEDARDOOHA.CO.KR,032-811-9466,032-811-9469,,19840410,12,,,,,,,,,0,,0,,,,00258625,2022/02/23,20200509,20260914
1101110372112,(주) 두하,DOOHACO.LTD,두하,"안희철,안덕기",E,기타,,,2028139755,21690,인천광역시 남동구 남동대로 140 (고잔동),인천광역시 남동구 남동대로 140 (고잔동),REEDARDOOHA.CO.KR,032-811-9466,032-811-9469,,19840410,12,,,,,,,,,0,,0,,,,00258625,2022/02/23,20260101,20260101
1101110372112,(주)두하,DOO HA CORP.,,안덕기,,,,,2028139755,21690,인천광역시 남동구 남동대로 140,(고잔동),,82-02-2267-0908,02-2277-1019,플라스틱 필름 제조업,19840410,,,,,,,,,,130,,0,,,,,,20251008,20251014
1101110372138,에쓰푸드홀딩스 주식회사,"S-FOOD CO., LTD.",에쓰푸드홀딩스,조성수,E,기타,,,1258116926,17605,경기도 안성시 서운면 제3공단1길 68-13 (신능리),,www.s-food.co.kr,02-2140-9017,02-420-6061,,19840501,12,,,,,,,,,0,,0,,,,00407498,2022/02/28,20200509,20260914
1101110372138,에쓰푸드홀딩스 주식회사,"S-FOOD CO., LTD.",에쓰푸드홀딩스,조성수,E,기타,,,1258116926,17605,경기도 안성시 서운면 제3공단1길 68-13 (신능리),경기도 안성시 서운면 제3공단1길 68-13 (신능리),www.s-food.co.kr,02-2140-9017,02-420-6061,,19840501,12,,,,,,,,,0,,0,,,,00407498,2022/02/28,20260101,20260101
1101110372138,에쓰푸드홀딩스(주),"SFOOD HOLDINGS, INC.",,조성수,,,,,1258116926,17514,경기도 안성시 삼죽면 강촌길 4,3층 (내강리),,82-02-2140-9000,02-420-6061,지주회사,19840410,,,,,,,,,,82,,0,,,,,,20251008,20251014
1101110372162,상보건설주식회사,SANGBO CONSTRUCTION.CO.LTD,상보건설,노환길,E,기타,,,1188100504,06314,서울특별시 강남구 개포로22길 72 5층(개포동),,,02-812-7834,02-525-7837,,19840411,12,,,,,,,,,0,,0,,,,00575780,2020/07/03,20200627,20260914
1101110372162,상보건설주식회사,SANGBO CONSTRUCTION.CO.LTD,상보건설,노환길,E,기타,,,1188100504,06314,서울특별시 강남구 개포로22길 72 5층(개포동),서울특별시 강남구 개포로22길 72 5층(개포동),,02-812-7834,02-525-7837,,19840411,12,,,,,,,,,0,,0,,,,00575780,2020/07/03,20260101,20260101
1101110372162,상보건설(주),sang bo,,노환길,,,,,1378501458,22843,인천 서구 가좌동,602-14,,82-032-0577-8580,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110372162,상보건설주식회사,SANGBO CONSTRUCTION.CO.LTD,상보건설,노환길,E,기타,,,1188100504,151802,서울특별시 관악구 남현동 1054-41,,,02-812-7834,02-525-7837,,19840411,12,,,,,,,,,0,,0,,,,00575780,2019/02/26,20200509,20200622
1101110372328,천마콘크리트공업(주),"CHUNMA CONCRETE INDUSTRIAL CO., LTD.",천마콘크리트공업,심계진,E,기타,,,2138105876,06371,서울특별시 강남구 헌릉로718길 14 (세곡동),,www.cmrmc.co.kr,01*********,02-2202-7765,,19840412,12,,,,,,,,,0,,0,,,,00151313,2023/02/15,20210222,20260914
1101110372328,천마콘크리트공업(주),"CHUNMA CONCRETE INDUSTRIAL CO., LTD.",천마콘크리트공업,심계진,E,기타,,,2138105876,06371,서울특별시 강남구 헌릉로718길 14 (세곡동),서울특별시 강남구 헌릉로718길 14 (세곡동),www.cmrmc.co.kr,01*********,02-2202-7765,,19840412,12,,,,,,,,,0,,0,,,,00151313,2023/02/15,20260101,20260101
1101110372328,천마콘크리트공업(주),CHUN MA CONCRETE IND,,심계진,,,,,2138105876,06371,서울특별시 강남구 헌릉로718길 14,,,82-02-2202-7761,02-2202-7765,레미콘 제조업,19840416,,,,,,,,,,84,,0,,,,,,20251008,20251014
1101110372328,천마콘크리트공업(주),"CHUNMA CONCRETE INDUSTRIAL CO., LTD.",천마콘크리트공업,심계진,E,기타,,,2138105876,135190,서울특별시 강남구 세곡동 19-1,,www.cmrmc.co.kr,02-2202-7761,02-2202-7765,,19840412,12,,,,,,,,,0,,0,,,,00151313,2020/02/21,20200509,20210221
1101110372394,후덕물산(주),"HOO DUCK TRADING CO.,LTD",,민서기,,,,,1238127655,15842,경기도  군포시  엘에스로45번길  85,(당정동),,82-031-458-9885,031-458-9886,,19840413,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110372477,신특수건설(주),Advanced Special Engineering Construction,신특수건설,"박재만, 황병호",E,기타,,,1358110671,449850,경기도 용인시 모현면 능원리 155-1,,jmasec.co.kr,(031) 332 - 7111,(031) 332 - 7113,,19811022,12,,,,,,,,,0,,0,,,,00380605,2017/06/30,20230704,20260914
1101110372477,신특수건설(주),Advanced Special Engineering Construction,신특수건설,"박재만, 황병호",E,기타,,,1358110671,449850,경기도 용인시 모현면 능원리 155-1,경기도 용인시 모현면 능원리 155-1,jmasec.co.kr,(031) 332 - 7111,(031) 332 - 7113,,19811022,12,,,,,,,,,0,,0,,,,00380605,2017/06/30,20260101,20260101
1101110372477,신특수건설(주),Advanced Special Engineering Construction,신특수건설,"박재만, 황병호",E,기타,,,,449850,경기도 용인시 모현면 능원리 155-1,,jmasec.co.kr,(031) 332 - 7111,(031) 332 - 7113,,19811022,12,,,,,,,,,0,,0,,,,00380605,2017/06/30,20200509,20230703
1101110372485,(주)미동,SONG KYW CHUN,,송규천,,,,,1048133952,04511,서울특별시 중구 칠패로 27,"404호 (순화동,포스코더샵)",,82-02-757-3661,02-757-3662,,19840611,,,,,,,,,,8,,0,,,,,,20200517,20200517
1101110372493,(주)혜성기획,"HYESUNG COMMUNICATIONS CO., LTD.",,신재호,,,,,2118197083,04046,서울 마포구 합정동,414-3,,82-02-324-3921,02-323-5283,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110372576,(주)반도프라자,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110372576,(주)반도프라자,,,,,,,,,,,,,033102642719,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110372584,(주)신양자동차상사,SHINYANG CA,,김필수,,,,,2188108354,04808,서울특별시 성동구 자동차시장1길 70,A동 가열 2층 5호 (용답동),,82-02-2244-0858,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110372609,원일종합건설주식회사,"WONEEL CONSTRUCTION CO, LTD.",원일종합건설,김 문 경외 1인,E,기타,,,2168100680,06075,"서울특별시 강남구 영동대로 720 (청담동, 원일빌딩)",,없음,01*********,02-512-5962,,19840417,12,,,,,,,,,0,,0,,,,00184454,2022/02/28,20200509,20260914
1101110372609,원일종합건설주식회사,"WONEEL CONSTRUCTION CO, LTD.",원일종합건설,김 문 경외 1인,E,기타,,,2168100680,06075,"서울특별시 강남구 영동대로 720 (청담동, 원일빌딩)","서울특별시 강남구 영동대로 720 (청담동, 원일빌딩)",없음,01*********,02-512-5962,,19840417,12,,,,,,,,,0,,0,,,,00184454,2022/02/28,20260101,20260101
1101110372609,원일종합건설,"WONEEL CONSTRUCTION CO.,LTD.",,김문경,,,04,주식회사,2168100680,135090,서울시 강남구 삼성동,78-1,,02  515 3015,025153015,건설업(41-42),04,12,,,,,,,-,주택　구리,24,,0,,,아파트,,,20251008,20251014
1101110372625,메트로교역(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110372823,(주)노블디자인,,,,,,,,,,서울특별시 강남구,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110372823,(주)노블디자인,,,,,,,,,,서울특별시 강남구,,,025015057,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110372930,점보물산(주),JUMBO CORPORATION,,오정재,,,,,1078136133,07206,서울 영등포구 양평동4가,201,,82-02-2679-0123,02-2676-8530,,19750101,,,,,,,,,,28,,0,,,,,,20200517,20200517
1101110372964,(주)우남인터내셔날,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110372980,주)상림자이팩,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110372998,주식회사 세일엠텍,"SEIL  MOTORS  TECHNOLOGY CO.,LTD",세일엠텍,임철홍,E,기타,,,1138110860,152100,서울특별시 구로구 오류동 77-17,,,02-2613-0311,02-2688-7724,,19840701,12,,,,,,,,,0,,0,,,,00527400,2022/02/25,20200509,20260914
